,source,target,total,count,source_num,target_num
232,university of houston,texas tech university,university of houston texas tech university,21,491,360
1806,yargeo,weatherford,yargeo weatherford,20,266,473
2144,gazpromneft,schlumberger,gazpromneft schlumberger,20,818,272
2124,schlumberger,gazpromneft,schlumberger gazpromneft,20,272,818
3580,rgl reservoir management,university of alberta,rgl reservoir management university of alberta,20,96,194
3588,university of alberta,rgl reservoir management,university of alberta rgl reservoir management,20,194,96
1776,weatherford,yargeo,weatherford yargeo,20,473,266
3738,inpex corporation,nexen energy ulc,inpex corporation nexen energy ulc,20,795,713
3768,nexen energy ulc,inpex corporation,nexen energy ulc inpex corporation,20,713,795
8117,national energy technology laboratory,northeast natural energy llc,national energy technology laboratory northeast natural energy llc,20,475,727
1218,baker hughes,kuwait oil company,baker hughes kuwait oil company,20,439,42
1214,kuwait oil company,baker hughes,kuwait oil company baker hughes,20,42,439
2384,cc energy development,baker hughes a ge company,cc energy development baker hughes a ge company,20,525,6
7890,northeast natural energy llc,national energy technology laboratory,northeast natural energy llc national energy technology laboratory,20,727,475
2322,kuwait oil company,weatherford me kuwait,kuwait oil company weatherford me kuwait,20,42,618
2342,weatherford me kuwait,kuwait oil company,weatherford me kuwait kuwait oil company,20,618,42
2364,baker hughes a ge company,cc energy development,baker hughes a ge company cc energy development,20,6,525
5124,university of wisconsin-madison,idaho national laboratory,university of wisconsin-madison idaho national laboratory,18,159,894
2455,badley ashton and associates ltd.,adnoc,badley ashton and associates ltd. adnoc,18,496,255
2423,adnoc,badley ashton and associates ltd.,adnoc badley ashton and associates ltd.,18,255,496
1036,schlumberger,bp,schlumberger bp,18,272,872
1022,bp,schlumberger,bp schlumberger,18,872,272
2048,ooo gazpromneft ntc,saint-petersburg mining university,ooo gazpromneft ntc saint-petersburg mining university,18,629,647
2057,saint-petersburg mining university,ooo gazpromneft ntc,saint-petersburg mining university ooo gazpromneft ntc,18,647,629
5099,idaho national laboratory,university of wisconsin-madison,idaho national laboratory university of wisconsin-madison,18,894,159
2491,adma-opco,schlumberger,adma-opco schlumberger,17,699,272
4562,kfupm,saudi aramco,kfupm saudi aramco,17,776,617
2486,schlumberger,adma-opco,schlumberger adma-opco,17,272,699
4567,saudi aramco,kfupm,saudi aramco kfupm,17,617,776
986,king fahd university of petroleum and minerals,baker hughes incorporated,king fahd university of petroleum and minerals baker hughes incorporated,16,310,609
1372,riped petrochina,china natl. petroleum corp.,riped petrochina china natl. petroleum corp.,16,540,905
1374,china natl. petroleum corp.,riped petrochina,china natl. petroleum corp. riped petrochina,16,905,540
978,baker hughes incorporated,king fahd university of petroleum and minerals,baker hughes incorporated king fahd university of petroleum and minerals,16,609,310
1484,exploration and development research institute of daqing oilfield company ltd,daqing oilfield company ltd.,exploration and development research institute of daqing oilfield company ltd daqing oilfield company ltd.,16,455,322
1436,baker hughes,exploration and development research institute of daqing oilfield company ltd,baker hughes exploration and development research institute of daqing oilfield company ltd,16,439,455
1480,exploration and development research institute of daqing oilfield company ltd,baker hughes,exploration and development research institute of daqing oilfield company ltd baker hughes,16,455,439
1460,daqing oilfield company ltd.,exploration and development research institute of daqing oilfield company ltd,daqing oilfield company ltd. exploration and development research institute of daqing oilfield company ltd,16,322,455
3750,schlumberger,inpex corporation,schlumberger inpex corporation,15,272,795
525,3m ceramics,petronas carigali sdn bhd,3m ceramics petronas carigali sdn bhd,15,708,505
3736,inpex corporation,schlumberger,inpex corporation schlumberger,15,795,272
3404,petronas,impact fluid solutions,petronas impact fluid solutions,15,337,530
7695,exxonmobil upstream research company,exxonmobil research & engineering company,exxonmobil upstream research company exxonmobil research & engineering company,15,742,462
5568,golder associates,lawrence berkeley national laboratory,golder associates lawrence berkeley national laboratory,15,94,673
5576,lawrence berkeley national laboratory,golder associates,lawrence berkeley national laboratory golder associates,15,673,94
451,petrochina oil& gas technology research institute of changqing oil field,china university of petroluem,petrochina oil& gas technology research institute of changqing oil field china university of petroluem,15,316,80
436,china university of petroluem,petrochina oil& gas technology research institute of changqing oil field,china university of petroluem petrochina oil& gas technology research institute of changqing oil field,15,80,316
4424,china national petroleum offshore engineering drilling division,china university of petroleum,china national petroleum offshore engineering drilling division china university of petroleum,15,622,663
4404,china university of petroleum,china national petroleum offshore engineering drilling division,china university of petroleum china national petroleum offshore engineering drilling division,15,663,622
510,petronas carigali sdn bhd,3m ceramics,petronas carigali sdn bhd 3m ceramics,15,505,708
7220,lawrence livermore national laboratory,division of oil gas & geothermal resources,lawrence livermore national laboratory division of oil gas & geothermal resources,15,866,851
7680,exxonmobil research & engineering company,exxonmobil upstream research company,exxonmobil research & engineering company exxonmobil upstream research company,15,462,742
4855,lanzhou university,dunhuang academy,lanzhou university dunhuang academy,15,555,843
7235,division of oil gas & geothermal resources,lawrence livermore national laboratory,division of oil gas & geothermal resources lawrence livermore national laboratory,15,851,866
4840,dunhuang academy,lanzhou university,dunhuang academy lanzhou university,15,843,555
3419,impact fluid solutions,petronas,impact fluid solutions petronas,15,530,337
4199,sinopec research institute of petroleum engineering,china university of petroleum,sinopec research institute of petroleum engineering china university of petroleum,14,383,663
4192,china university of petroleum,sinopec research institute of petroleum engineering,china university of petroleum sinopec research institute of petroleum engineering,14,663,383
5376,state key laboratory of petroleum resources and engineering,oil and gas technology institute petrochina changqing oilfield,state key laboratory of petroleum resources and engineering oil and gas technology institute petrochina changqing oilfield,14,287,880
5370,oil and gas technology institute petrochina changqing oilfield,state key laboratory of petroleum resources and engineering,oil and gas technology institute petrochina changqing oilfield state key laboratory of petroleum resources and engineering,14,880,287
6400,south dakota school of mines and technology,lawrence berkeley national laboratory,south dakota school of mines and technology lawrence berkeley national laboratory,13,3,673
6609,pacific northwest national laboratory,lawrence berkeley national laboratory,pacific northwest national laboratory lawrence berkeley national laboratory,13,686,673
6640,stanford university,lawrence berkeley national laboratory,stanford university lawrence berkeley national laboratory,13,289,673
6791,sanford underground research facility,lawrence berkeley national laboratory,sanford underground research facility lawrence berkeley national laboratory,13,763,673
6030,lawrence berkeley national laboratory,pacific northwest national laboratory,lawrence berkeley national laboratory pacific northwest national laboratory,13,673,686
6023,lawrence berkeley national laboratory,south dakota school of mines and technology,lawrence berkeley national laboratory south dakota school of mines and technology,13,673,3
6031,lawrence berkeley national laboratory,stanford university,lawrence berkeley national laboratory stanford university,13,673,289
6036,lawrence berkeley national laboratory,sanford underground research facility,lawrence berkeley national laboratory sanford underground research facility,13,673,763
880,baker hughes inc.,chevron u.s.a. inc.,baker hughes inc. chevron u.s.a. inc.,12,637,180
892,chevron u.s.a. inc.,baker hughes inc.,chevron u.s.a. inc. baker hughes inc.,12,180,637
2890,canadian energy research institute,university of calgary,canadian energy research institute university of calgary,12,605,693
1150,chesapeake energy,schlumberger,chesapeake energy schlumberger,12,35,272
1162,schlumberger,chesapeake energy,schlumberger chesapeake energy,12,272,35
4478,petrobras,paradigm,petrobras paradigm,12,91,768
4488,paradigm,petrobras,paradigm petrobras,12,768,91
3842,devon energy,esg solutions,devon energy esg solutions,12,631,662
3830,esg solutions,devon energy,esg solutions devon energy,12,662,631
4526,norwegian university of science and technology,sintef petroleum research,norwegian university of science and technology sintef petroleum research,12,101,745
4532,sintef petroleum research,norwegian university of science and technology,sintef petroleum research norwegian university of science and technology,12,745,101
3770,nexen energy ulc,schlumberger,nexen energy ulc schlumberger,12,713,272
4538,chongqing university,the pennsylvania state university,chongqing university the pennsylvania state university,12,802,51
4544,the pennsylvania state university,chongqing university,the pennsylvania state university chongqing university,12,51,802
3752,schlumberger,nexen energy ulc,schlumberger nexen energy ulc,12,272,713
4596,texas a&m university,georgia institute of technology,texas a&m university georgia institute of technology,12,279,72
4602,georgia institute of technology,texas a&m university,georgia institute of technology texas a&m university,12,72,279
1829,novatek,yargeo,novatek yargeo,12,398,266
1811,yargeo,novatek,yargeo novatek,12,266,398
1698,tam international,bpx,tam international bpx,12,364,488
1692,bpx,tam international,bpx tam international,12,488,364
376,intellicess inc.,apache corp,intellicess inc. apache corp,12,479,447
3664,cimarex energy co.,baker hughes a ge company,cimarex energy co. baker hughes a ge company,12,261,6
2883,university of calgary,canadian energy research institute,university of calgary canadian energy research institute,12,693,605
3652,baker hughes a ge company,cimarex energy co.,baker hughes a ge company cimarex energy co.,12,6,261
5556,university of wisconsin-madison,sandia national laboratories,university of wisconsin-madison sandia national laboratories,12,159,149
1178,murphy exploration & production co. usa,premier oilfield laboratories,murphy exploration & production co. usa premier oilfield laboratories,12,7,118
1174,premier oilfield laboratories,murphy exploration & production co. usa,premier oilfield laboratories murphy exploration & production co. usa,12,118,7
388,apache corp,intellicess inc.,apache corp intellicess inc.,12,447,479
5560,sandia national laboratories,university of wisconsin-madison,sandia national laboratories university of wisconsin-madison,12,149,159
7738,university of texas at austin,premier oilfield laboratories,university of texas at austin premier oilfield laboratories,12,524,118
7736,premier oilfield laboratories,university of texas at austin,premier oilfield laboratories university of texas at austin,12,118,524
7150,politecnico di torino,eni s.p.a.,politecnico di torino eni s.p.a.,12,25,764
7144,eni s.p.a.,politecnico di torino,eni s.p.a. politecnico di torino,12,764,25
6956,petrobras,pontifical catholic university of rio de janeiro,petrobras pontifical catholic university of rio de janeiro,10,91,206
3444,weatherford,santos ltd,weatherford santos ltd,10,473,553
4762,massachusetts institute of technology,total e&p,massachusetts institute of technology total e&p,10,146,779
540,dong chaoqun chongqing university of science & technology,sinopec international petroleum company,dong chaoqun chongqing university of science & technology sinopec international petroleum company,10,681,160
550,sinopec international petroleum company,dong chaoqun chongqing university of science & technology,sinopec international petroleum company dong chaoqun chongqing university of science & technology,10,160,681
702,riped petrochina,changqing oilfield company petrochina,riped petrochina changqing oilfield company petrochina,10,540,273
6684,lawrence livermore national laboratory,university of wisconsin-madison,lawrence livermore national laboratory university of wisconsin-madison,10,866,159
6744,los alamos national laboratory,university of wisconsin-madison,los alamos national laboratory university of wisconsin-madison,10,150,159
696,changqing oilfield company petrochina,riped petrochina,changqing oilfield company petrochina riped petrochina,10,273,540
4772,total e&p,massachusetts institute of technology,total e&p massachusetts institute of technology,10,779,146
4950,the university of tulsa drilling research projects,bp america inc.,the university of tulsa drilling research projects bp america inc.,10,309,8
5057,shell uk exploration & production,shell global solutions international b.v.,shell uk exploration & production shell global solutions international b.v.,10,858,597
5052,shell global solutions international b.v.,shell uk exploration & production,shell global solutions international b.v. shell uk exploration & production,10,597,858
5040,hydrochina huadong engineering corporation,wuhan university,hydrochina huadong engineering corporation wuhan university,10,762,379
8222,chevron,schlumberger doll research,chevron schlumberger doll research,10,176,327
4960,bp america inc.,the university of tulsa drilling research projects,bp america inc. the university of tulsa drilling research projects,10,8,309
8212,schlumberger doll research,chevron,schlumberger doll research chevron,10,327,176
3434,santos ltd,weatherford,santos ltd weatherford,10,553,473
5019,wuhan university,hydrochina huadong engineering corporation,wuhan university hydrochina huadong engineering corporation,10,379,762
1781,weatherford,novatek stc,weatherford novatek stc,10,473,656
6287,university of wisconsin-madison,lawrence livermore national laboratory,university of wisconsin-madison lawrence livermore national laboratory,10,159,866
6289,university of wisconsin-madison,los alamos national laboratory,university of wisconsin-madison los alamos national laboratory,10,159,150
416,china national offshore oil corporation ltd. tianjin branch,baker hughes a ge company,china national offshore oil corporation ltd. tianjin branch baker hughes a ge company,10,254,6
426,baker hughes a ge company,china national offshore oil corporation ltd. tianjin branch,baker hughes a ge company china national offshore oil corporation ltd. tianjin branch,10,6,254
7168,ypf tecnologia s.a.,ypf s.a.,ypf tecnologia s.a. ypf s.a.,10,534,37
1848,novatek stc,weatherford,novatek stc weatherford,10,656,473
6966,pontifical catholic university of rio de janeiro,petrobras,pontifical catholic university of rio de janeiro petrobras,10,206,91
7178,ypf s.a.,ypf tecnologia s.a.,ypf s.a. ypf tecnologia s.a.,10,37,534
3075,chevron nigeria limited,department of geological sciences nnamdi azikiwe university,chevron nigeria limited department of geological sciences nnamdi azikiwe university,9,331,343
8585,national cheng kung university,leibniz university hannover,national cheng kung university leibniz university hannover,9,845,774
2764,schlumberger beijing,petrochina zhejiang oilfield,schlumberger beijing petrochina zhejiang oilfield,9,865,63
8576,leibniz university hannover,national cheng kung university,leibniz university hannover national cheng kung university,9,774,845
7016,china university of petroleum,oil and gas technology institute,china university of petroleum oil and gas technology institute,9,663,467
745,schlumberger,petrochina zhejiang oilfield company,schlumberger petrochina zhejiang oilfield company,9,272,837
742,petrochina zhejiang oilfield company,schlumberger,petrochina zhejiang oilfield company schlumberger,9,837,272
3072,department of geological sciences nnamdi azikiwe university,chevron nigeria limited,department of geological sciences nnamdi azikiwe university chevron nigeria limited,9,343,331
4983,kfupm,advantek waste management services,kfupm advantek waste management services,9,776,862
7025,oil and gas technology institute,china university of petroleum,oil and gas technology institute china university of petroleum,9,467,663
4998,advantek waste management services,kfupm,advantek waste management services kfupm,9,862,776
2958,badley ashton and associates ltd.,al hosn gas.,badley ashton and associates ltd. al hosn gas.,9,496,433
3887,triumph exploration,schlumberger,triumph exploration schlumberger,9,232,272
2760,petrochina zhejiang oilfield,schlumberger beijing,petrochina zhejiang oilfield schlumberger beijing,9,63,865
3872,schlumberger,triumph exploration,schlumberger triumph exploration,9,272,232
617,xinjiang oilfield engineering technology research institute,petrochina riped,xinjiang oilfield engineering technology research institute petrochina riped,9,34,442
2967,al hosn gas.,badley ashton and associates ltd.,al hosn gas. badley ashton and associates ltd.,9,433,496
602,petrochina riped,xinjiang oilfield engineering technology research institute,petrochina riped xinjiang oilfield engineering technology research institute,9,442,34
1632,rn-ufanipineft,rn-yuganskneftegas,rn-ufanipineft rn-yuganskneftegas,8,110,125
5918,helmholtz centre potsdam gfz german research centre for geosciences,university of science and technology,helmholtz centre potsdam gfz german research centre for geosciences university of science and technology,8,184,501
5368,oil and gas technology institute petrochina changqing oilfield,china university of petroleum-beijing,oil and gas technology institute petrochina changqing oilfield china university of petroleum-beijing,8,880,434
5920,helmholtz centre potsdam gfz german research centre for geosciences,seoul national university,helmholtz centre potsdam gfz german research centre for geosciences seoul national university,8,184,200
5358,china university of petroleum-beijing,oil and gas technology institute petrochina changqing oilfield,china university of petroleum-beijing oil and gas technology institute petrochina changqing oilfield,8,434,880
5764,university of chinese academy of sciences,north china university of water resources and electric power,university of chinese academy of sciences north china university of water resources and electric power,8,520,464
1412,pjsc rosneft,schlumberger,pjsc rosneft schlumberger,8,325,272
1404,schlumberger,pjsc rosneft,schlumberger pjsc rosneft,8,272,325
5904,seoul national university,helmholtz centre potsdam gfz german research centre for geosciences,seoul national university helmholtz centre potsdam gfz german research centre for geosciences,8,200,184
2084,ooo lukoil,schlumberger,ooo lukoil schlumberger,8,1,272
8481,csiro energy business unit,cenpes petrobras research center,csiro energy business unit cenpes petrobras research center,8,836,814
2088,schlumberger,ooo lukoil,schlumberger ooo lukoil,8,272,1
2914,wwt international,saudi aramco,wwt international saudi aramco,8,853,617
5916,helmholtz centre potsdam gfz german research centre for geosciences,korea institute of civil engineering and building technology,helmholtz centre potsdam gfz german research centre for geosciences korea institute of civil engineering and building technology,8,184,735
5872,korea institute of civil engineering and building technology,helmholtz centre potsdam gfz german research centre for geosciences,korea institute of civil engineering and building technology helmholtz centre potsdam gfz german research centre for geosciences,8,735,184
5888,university of science and technology,helmholtz centre potsdam gfz german research centre for geosciences,university of science and technology helmholtz centre potsdam gfz german research centre for geosciences,8,501,184
1633,rn-ufanipineft,rosneft oil company,rn-ufanipineft rosneft oil company,8,110,459
8522,cenpes petrobras research center,csiro energy business unit,cenpes petrobras research center csiro energy business unit,8,814,836
1634,rn-ufanipineft,bashkir state university,rn-ufanipineft bashkir state university,8,110,518
1644,rn-yuganskneftegas,rn-ufanipineft,rn-yuganskneftegas rn-ufanipineft,8,125,110
5842,geophysical institute eth,geological institute,geophysical institute eth geological institute,8,292,387
1650,rosneft oil company,rn-ufanipineft,rosneft oil company rn-ufanipineft,8,459,110
3700,petrolegacy energy,diversified well logging,petrolegacy energy diversified well logging,8,860,330
5830,geological institute,geophysical institute eth,geological institute geophysical institute eth,8,387,292
1656,bashkir state university,rn-ufanipineft,bashkir state university rn-ufanipineft,8,518,110
3688,diversified well logging,petrolegacy energy,diversified well logging petrolegacy energy,8,330,860
5762,north china university of water resources and electric power,university of chinese academy of sciences,north china university of water resources and electric power university of chinese academy of sciences,8,464,520
2112,pjsc tatneft,almetevsk state oil institute,pjsc tatneft almetevsk state oil institute,8,893,167
2108,almetevsk state oil institute,pjsc tatneft,almetevsk state oil institute pjsc tatneft,8,167,893
2906,saudi aramco,wwt international,saudi aramco wwt international,8,617,853
3388,m-i swaco a schlumberger company,schlumberger,m-i swaco a schlumberger company schlumberger,8,875,272
3372,schlumberger,petroleum development oman,schlumberger petroleum development oman,8,272,454
8250,premier oilfield laboratories,the university of texas at austin,premier oilfield laboratories the university of texas at austin,8,118,24
666,china university of petroleum,petrochina tarim oilfield co.,china university of petroleum petrochina tarim oilfield co.,8,663,253
8253,the university of texas at austin,premier oilfield laboratories,the university of texas at austin premier oilfield laboratories,8,24,118
2740,technische universitat braunschweig,baker hughes a ge company,technische universitat braunschweig baker hughes a ge company,8,831,6
2738,baker hughes a ge company,technische universitat braunschweig,baker hughes a ge company technische universitat braunschweig,8,6,831
2713,ipac,icofc,ipac icofc,8,650,705
3396,schlumberger,m-i swaco a schlumberger company,schlumberger m-i swaco a schlumberger company,8,272,875
4648,tno,royal dutch shell,tno royal dutch shell,8,198,419
4656,royal dutch shell,tno,royal dutch shell tno,8,419,198
2710,icofc,ipac,icofc ipac,8,705,650
3380,petroleum development oman,schlumberger,petroleum development oman schlumberger,8,454,272
660,petrochina tarim oilfield co.,china university of petroleum,petrochina tarim oilfield co. china university of petroleum,8,253,663
904,university of houston,statoil,university of houston statoil,8,491,513
906,statoil,university of houston,statoil university of houston,8,513,491
4512,china university of petroleum,petrochina research institute of petroleum exploration and development,china university of petroleum petrochina research institute of petroleum exploration and development,7,663,642
4363,golder associates,simon fraser university,golder associates simon fraser university,7,94,440
4400,ehime university,kyoto university,ehime university kyoto university,7,77,829
5557,university of wisconsin-madison,golder associates,university of wisconsin-madison golder associates,7,159,94
1023,bp,packers plus,bp packers plus,7,872,598
4519,petrochina research institute of petroleum exploration and development,china university of petroleum,petrochina research institute of petroleum exploration and development china university of petroleum,7,642,663
4403,kyoto university,ehime university,kyoto university ehime university,7,829,77
66,university of texas at austin,texas a&m university,university of texas at austin texas a&m university,7,524,279
4354,simon fraser university,golder associates,simon fraser university golder associates,7,440,94
62,texas a&m university,university of texas at austin,texas a&m university university of texas at austin,7,279,524
1044,packers plus,bp,packers plus bp,7,598,872
5565,golder associates,university of wisconsin-madison,golder associates university of wisconsin-madison,7,94,159
4178,mapsa co. and npc co.,university of tehran,mapsa co. and npc co. university of tehran,6,271,867
3902,melzer consulting,schlumberger,melzer consulting schlumberger,6,587,272
7454,universidad de buenos aires,istituto nazionale di oceanografia e di geofisica sperimentale,universidad de buenos aires istituto nazionale di oceanografia e di geofisica sperimentale,6,712,692
3866,sepco,shell canada,sepco shell canada,6,400,46
176,colorado school of mines,texas a&m university,colorado school of mines texas a&m university,6,288,279
177,colorado school of mines,king abdulaziz city for science and technology,colorado school of mines king abdulaziz city for science and technology,6,288,478
3890,triumph exploration,melzer consulting,triumph exploration melzer consulting,6,232,587
42,university of texas at austin,china university of petroleum beijing and university of texas at austin,university of texas at austin china university of petroleum beijing and university of texas at austin,6,524,580
3875,schlumberger,melzer consulting,schlumberger melzer consulting,6,272,587
4276,institute of rock and soil mechanics,university of colorado boulder,institute of rock and soil mechanics university of colorado boulder,6,821,423
4154,university of tehran,mapsa co. and npc co.,university of tehran mapsa co. and npc co.,6,867,271
8316,queiroz galvao exploracao & producao,schlumberger,queiroz galvao exploracao & producao schlumberger,6,760,272
8322,schlumberger,queiroz galvao exploracao & producao,schlumberger queiroz galvao exploracao & producao,6,272,760
4095,british geological survey,university of leeds,british geological survey university of leeds,6,450,876
4114,sandia national laboratories,university of wisconsin,sandia national laboratories university of wisconsin,6,149,87
2422,adnoc,kadoc,adnoc kadoc,6,255,19
2446,kadoc,adnoc,kadoc adnoc,6,19,255
1360,koc,baker hughes a ge company,koc baker hughes a ge company,6,616,6
1366,baker hughes a ge company,koc,baker hughes a ge company koc,6,6,616
4120,university of wisconsin,sandia national laboratories,university of wisconsin sandia national laboratories,6,87,149
7262,norsar,christian michelsen research,norsar christian michelsen research,6,147,295
1423,schlumberger,rosneft brasil,schlumberger rosneft brasil,6,272,234
7268,christian michelsen research,norsar,christian michelsen research norsar,6,295,147
1420,rosneft brasil,schlumberger,rosneft brasil schlumberger,6,234,272
4086,university of leeds,british geological survey,university of leeds british geological survey,6,876,450
138,schlumberger,university of texas at austin,schlumberger university of texas at austin,6,272,524
3905,melzer consulting,triumph exploration,melzer consulting triumph exploration,6,587,232
1831,novatek,novatek stc,novatek novatek stc,6,398,656
2175,baker hughes a ge company,ritek,baker hughes a ge company ritek,6,6,340
2850,kuwait oil company,baker hughes a ge company,kuwait oil company baker hughes a ge company,6,42,6
2170,ritekbeloyarskneft,ritek,ritekbeloyarskneft ritek,6,778,340
163,texas a&m university,colorado school of mines,texas a&m university colorado school of mines,6,279,288
7512,sonardyne international ltd.,shell international exploration and production inc.,sonardyne international ltd. shell international exploration and production inc.,6,56,895
4716,mirarco mining innovation,nuclear waste management organization,mirarco mining innovation nuclear waste management organization,6,368,740
7514,sonardyne international ltd.,oceaneering survey services,sonardyne international ltd. oceaneering survey services,6,56,151
38,china university of petroleum beijing and university of texas at austin,university of texas at austin,china university of petroleum beijing and university of texas at austin university of texas at austin,6,580,524
4710,cnpc drilling research institute,china university of petroleum,cnpc drilling research institute china university of petroleum,6,689,663
7496,shell international exploration and production inc.,sonardyne international ltd.,shell international exploration and production inc. sonardyne international ltd.,6,895,56
1855,novatek stc,novatek,novatek stc novatek,6,656,398
7535,oceaneering survey services,sonardyne international ltd.,oceaneering survey services sonardyne international ltd.,6,151,56
3860,shell canada,sepco,shell canada sepco,6,46,400
2166,ritek,baker hughes,ritek baker hughes,6,340,439
7561,chevron,mp geomechanics,chevron mp geomechanics,6,176,5
2165,ritek,baker hughes a ge company,ritek baker hughes a ge company,6,340,6
2164,ritek,ritekbeloyarskneft,ritek ritekbeloyarskneft,6,340,778
4704,china university of petroleum,cnpc drilling research institute,china university of petroleum cnpc drilling research institute,6,663,689
4642,kuwait oil company,tno applied geosciences,kuwait oil company tno applied geosciences,6,42,648
4717,mirarco mining innovation,swedish nuclear fuel and waste management co.,mirarco mining innovation swedish nuclear fuel and waste management co.,6,368,811
3994,u.s. geological survey menlo park,department of earth atmospheric and planetary sciences massachusetts institute of technology,u.s. geological survey menlo park department of earth atmospheric and planetary sciences massachusetts institute of technology,6,121,873
72,aramco research center–houston,university of california berkeley,aramco research center–houston university of california berkeley,6,123,354
132,university of texas at austin,schlumberger,university of texas at austin schlumberger,6,524,272
3940,the university of texas at austin,e-spectrum technologies inc,the university of texas at austin e-spectrum technologies inc,6,24,839
4882,university of alberta,utah state university,university of alberta utah state university,6,194,582
4880,utah state university,university of alberta,utah state university university of alberta,6,582,194
7460,istituto nazionale di oceanografia e di geofisica sperimentale,universidad de buenos aires,istituto nazionale di oceanografia e di geofisica sperimentale universidad de buenos aires,6,692,712
170,king abdulaziz city for science and technology,colorado school of mines,king abdulaziz city for science and technology colorado school of mines,6,478,288
3946,e-spectrum technologies inc,the university of texas at austin,e-spectrum technologies inc the university of texas at austin,6,839,24
2856,baker hughes a ge company,kuwait oil company,baker hughes a ge company kuwait oil company,6,6,42
