id	link	date	title	authors	summary
0606290v1	http://arxiv.org/pdf/cond-mat/0606290v1	2006	Bistable phase control via rocking in a nonlinear electronic oscillator	Javier M. Buldu|K. Staliunas|J. A. Casals|Jordi Garcia-Ojalvo	  We experimentally demonstrate the effective rocking of a nonlinear electronic circuit operating in a periodic regime. Namely, we show that driving a Chua circuit with a periodic signal, whose phase alternates (also periodically) in time, we lock the oscillation frequency of the circuit to that of the driving signal, and its phase to one of two possible values shifted by pi, and lying between the alternating phases of the input signal. In this way, we show that a rocked nonlinear oscillator displays phase bistability. We interpret the experimental results via a theoretical analysis of rocking on a simple oscillator model, based on a normal form description (complex Landau equation) of the rocked Hopf bifurcation 	
1111.6520v1	http://arxiv.org/pdf/1111.6520v1	2011	Two-dimensional rocking ratchet for cold atoms	V. Lebedev|F. Renzoni	  We investigate experimentally a two-dimensional rocking ratchet for cold atoms, realized by using a driven three-beam dissipative optical lattice. AC forces are applied in perpendicular directions by phase-modulating two of the lattice beams. As predicted by the general theory [S. Denisov et al., Phys. Rev. Lett. 100, 224102 (2008)], we observe a rectification phenomenon unique to high-dimensional rocking ratchets, as determined by two single-harmonic drivings applied in orthogonal directions. Also, by applying two bi-harmonic forces in perpendicular directions, we demonstrate the possibility of generating a current in an arbitrary direction within the optical lattice plane. 	
1201.0065v1	http://arxiv.org/pdf/1201.0065v1	2011	Analysis of wasp-waisted hysteresis loops in magnetic rocks	R S Kharwanlang|Prabodh Shukla	  The random-field Ising model of hysteresis is generalized to dilute magnets and solved on a Bethe lattice. Exact expressions for the major and minor hysteresis loops are obtained. In the strongly dilute limit the model provides a simple and useful understanding of the shapes of hysteresis loops in magnetic rock samples. 	
0902.1311v1	http://arxiv.org/pdf/0902.1311v1	2009	Rock Joint Surfaces Measurement and Analysis of Aperture Distribution   under Different Normal and Shear Loading Using GIS	Mostafa Sharifzadeh|Yasuhiro Mitani|Tetsuro Esaki	  Geometry of the rock joint is a governing factor for joint mechanical and hydraulic behavior. A new method of evaluating aperture distribution based on measurement of joint surfaces and three dimensional characteristics of each surface is developed. Artificial joint of granite surfaces are measured,processed, analyzed and three dimensional approaches are carried out for surface characterization. Parameters such as asperity's heights, slope angles, and aspects distribution at micro scale,local concentration of elements and their spatial localization at local scale are determined by Geographic Information System (GIS). Changes of aperture distribution at different normal stresses and various shear displacements are visualized and interpreted. Increasing normal load causes negative changes in aperture frequency distribution which indicates high joint matching. However, increasing shear displacement causes a rapid increase in the aperture and positive changes in the aperture frequency distribution which could be due to unmatching, surface anisotropy and spatial localization of contact points with proceeding shear. 	
1709.01847v2	http://arxiv.org/pdf/1709.01847v2	2017	Three-Dimensional Numerical Modeling of Shear Stimulation of Naturally   Fractured Reservoirs	Eren Ucar|Inga Berre|Eirik Keilegavlen	  Shear dilation based hydraulic stimulations enable exploitation of geothermal energy from reservoirs with inadequate initial permeability. While contributing to enhancing the reservoir's permeability, hydraulic stimulation processes may lead to undesired seismic activity. Here, we present a three dimensional numerical model aiming to increase understanding of this mechanism and its consequences. The fractured reservoir is modeled as a network of explicitly represented large scale fractures immersed in a permeable rock matrix. The numerical formulation is constructed by coupling three physical processes: fluid flow, fracture deformation, and rock matrix deformation. For flow simulations, the discrete fracture matrix model is used, which allows the fluid transport from high permeable conductive fractures to the rock matrix and vice versa. The mechanical behavior of the fractures is modeled using a hyperbolic model with reversible and irreversible deformations. Linear elasticity is assumed for the mechanical deformation and stress alteration of the rock matrix. Fractures are modeled as lower dimensional surfaces embodied in the domain, subjected to specific governing equations for their deformation along the tangential and normal directions. Both the fluid flow and momentum balance equations are approximated by finite volume discretizations. The new numerical model is demonstrated considering a three dimensional fractured formation with a network of 20 explicitly represented fractures. The effects of fluid exchange between fractures and rock matrix on the permeability evolution and the generated seismicity are examined for test cases resembling realistic reservoir conditions. 	
0709.2647v2	http://arxiv.org/pdf/0709.2647v2	2007	Rupture by damage accumulation in rocks	David Amitrano	  The deformation of rocks is associated with microcracks nucleation and propagation, i.e. damage. The accumulation of damage and its spatial localization lead to the creation of a macroscale discontinuity, so-called "fault" in geological terms, and to the failure of the material, i.e. a dramatic decrease of the mechanical properties as strength and modulus. The damage process can be studied both statically by direct observation of thin sections and dynamically by recording acoustic waves emitted by crack propagation (acoustic emission). Here we first review such observations concerning geological objects over scales ranging from the laboratory sample scale (dm) to seismically active faults (km), including cliffs and rock masses (Dm, hm). These observations reveal complex patterns in both space (fractal properties of damage structures as roughness and gouge), time (clustering, particular trends when the failure approaches) and energy domains (power-law distributions of energy release bursts). We use a numerical model based on progressive damage within an elastic interaction framework which allows us to simulate these observations. This study shows that the failure in rocks can be the result of damage accumulation. 	
1605.06178v1	http://arxiv.org/pdf/1605.06178v1	2016	Lattice Discrete Particle Model (LDPM) for pressure-dependent   inelasticity in granular rocks	Shiva Esna Ashari|Giuseppe Buscarnera|Gianluca Cusatis	  This paper deals with the formulation, calibration, and validation of a Lattice Discrete Particle Model (LDPM) for the simulation of the pressure-dependent inelastic response of granular rocks. LDPM is formulated in the framework of discrete mechanics and it simulates the heterogeneous deformation of cemented granular systems by means of discrete compatibility/equilibrium equations defined at the grain scale. A numerical strategy is proposed to generate a realistic microstructure based on the actual grain size distribution of a sandstone and the capabilities of the method are illustrated with reference to the particular case of Bleurswiller sandstone, i.e. a granular rock that has been extensively studied at the laboratory scale. LDPM micromechanical parameters are calibrated based on evidences from triaxial experiments, such as hydrostatic compression, brittle failure at low confinement and plastic behavior at high confinement. Results show that LDPM allows exploring the effect of fine-scale heterogeneity on the inelastic response of rock cores, achieving excellent quantitative performance across a wide range of stress conditions. In addition, LDPM simulations demonstrate its capability of capturing different modes of strain localization within a unified mechanical framework, which makes this approach applicable for a wide variety of geomechanical settings. Such promising performance suggests that LDPM may constitute a viable alternative to existing discrete numerical methods for granular rocks, as well as a versatile tool for the interpretation of their complex deformation/failure patterns and for the development of continuum models capturing the effect of micro-scale heterogeneity. 	
0803.1308v1	http://arxiv.org/pdf/0803.1308v1	2008	Subsidence and capillary effects in chalks	Pierre Delage|Christian Schroeder|Yu Jun Cui	  Based on the concepts of the mechanics of unsaturated soils where capillary phenomena arise between the wetting fluid (water) and the non-wetting one (air), the subsidence of chalks containing oil (non-wetting fluid) during water injection (wetting fluid) is analysed. It is shown that the collapse phenomenon of unsaturated soils under wetting provides a physical explanation and a satisfactory prediction of the order of magnitude of the subsidence of the chalk. The use of a well established constitutive model for unsaturated soils allows a description of the hydro-mechanical history of the chalk, from its deposition to the oil exploitation. 	
1112.0766v1	http://arxiv.org/pdf/1112.0766v1	2011	Current reversals in a rocking ratchet: the frequency domain	A. Wickenbrock|D. Cubero|N. A. Abdul Wahab|P. Phoonthong|F. Renzoni	  Motivated by recent work [D. Cubero et al., Phys. Rev. E 82, 041116 (2010)], we examine the mechanisms which determine current reversals in rocking ratchets as observed by varying the frequency of the drive. We found that a class of these current reversals in the frequency domain are precisely determined by dissipation-induced symmetry breaking. Our experimental and theoretical work thus extends and generalizes the previously identified relationship between dynamical and symmetry-breaking mechanisms in the generation of current reversals. 	
1502.02300v1	http://arxiv.org/pdf/1502.02300v1	2015	Paradox of Peroxy Defects and Positive Holes in Rocks Part II: Outflow   of Electric Currents from Stressed Rocks	John Scoville|Jaufray Sornette|Friedemann Freund	  Understanding the electrical properties of rocks is of fundamental interest. We report on currents generated when stresses are applied. Loading the center of gabbro tiles, 30x30x0.9 cm$^3$, across a 5 cm diameter piston, leads to positive currents flowing from the center to the unstressed edges. Changing the constant rate of loading over 5 orders of magnitude from 0.2 kPa/s to 20 MPa/s produces positive currents, which start to flow already at low stress levels, <5 MPa. The currents increase as long as stresses increase. At constant load they flow for hours, days, even weeks and months, slowly decreasing with time. When stresses are removed, they rapidly disappear but can be made to reappear upon reloading. These currents are consistent with the stress-activation of peroxy defects, such as O$_3$Si-OO-SiO$_3$, in the matrix of rock-forming minerals. The peroxy break-up leads to positive holes h$^{\bullet}$, i.e. electronic states associated with O$^-$ in a matrix of O$^{2-}$, plus electrons, e'. Propagating along the upper edge of the valence band, the holes are able to flow from stressed to unstressed rock, traveling fast and far by way of a phonon-assisted electron hopping mechanism using energy levels at the upper edge of the valence band. Impacting the tile center leads to h$^{\bullet}$ pulses, 4-6 ms long, flowing outward at ~100 m/sec at a current equivalent to 1-2 x 10$^9$ A/km$^3$. Electrons, trapped in the broken peroxy bonds, are also mobile, but only within the stressed volume. 	
1502.07224v1	http://arxiv.org/pdf/1502.07224v1	2015	An analytical study of seismoelectric signals produced by 1D mesoscopic   heterogeneities	Leonardo B. Monachesi|J. German Rubino|Marina Rosas-Carbajal|Damien Jougnot|Niklas Linde|Beatriz Quintal|Klaus Holliger	  The presence of mesoscopic heterogeneities in fluid-saturated porous rocks can produce measurable seismoelectric signals due to wave-induced fluid flow between regions of differing compressibility. The dependence of these signals on the petrophysical and structural characteristics of the probed rock mass remains largely unexplored. In this work, we derive an analytical solution to describe the seismoelectric response of a rock sample, containing a horizontal layer at its center, that is subjected to an oscillatory compressibility test. We then adapt this general solution to compute the seismoelectric signature of a particular case related to a sample that is permeated by a horizontal fracture located at its center. Analyses of the general and particular solutions are performed to study the impact of different petrophysical and structural parameters on the seismoelectric response. We find that the amplitude of the seismoelectric signal is directly proportional to the applied stress, to the Skempton coefficient contrast between the host rock and the layer, and to a weighted average of the effective excess charge of the two materials. Our results also demonstrate that the frequency at which the maximum electrical potential amplitude prevails does not depend on the applied stress or the Skempton coefficient contrast. In presence of strong permeability variations, this frequency is rather controlled by the permeability and thickness of the less permeable material. The results of this study thus indicate that seismoelectric measurements can potentially be used to estimate key mechanical and hydraulic rock properties of mesoscopic heterogeneities, such as compressibility, permeability, and fracture compliance. 	
1506.04437v1	http://arxiv.org/pdf/1506.04437v1	2015	mTORC1 regulates cytokinesis through activation of Rho-ROCK signaling	Timothy R. Peterson|Mathieu Laplante|Ed Van Veen|Marcel Van Vugt|Carson C. Thoreen|David M. Sabatini	  Understanding the mechanisms by which cells coordinate their size with their ability to divide has long attracted the interest of biologists. The Target of Rapamycin (TOR) pathway is becoming increasingly recognized as a master regulator of cell size, however less is known how TOR activity might be coupled with the cell cycle. Here, we establish that mTOR complex 1 (mTORC1) promotes cytokinesis through activation of a Rho GTPase-Rho Kinase (ROCK) signaling cascade. Hyperactivation of mTORC1 signaling by depletion of any of its negative regulators: TSC1, TSC2, PTEN, or DEPTOR, induces polyploidy in a rapamycin-sensitive manner. mTORC1 hyperactivation-mediated polyploidization occurs by a prolonged, but ultimately failed attempt at abcission followed by re-fusion. Similar to the effects of ROCK2 overexpression, these mTORC1-driven aberrant cytokinesis events are accompanied by increased Rho-GTP loading, extensive plasma membrane blebbing, and increased actin-myosin contractility, all of which can be rescued by either mTORC1 or ROCK inhibition. These results provide evidence for the existence of a novel mTORC1-Rho-ROCK pathway during cytokinesis and suggest that mTORC1 might play a critical role in setting the size at which a mammalian cell divides. 	
1612.03221v1	http://arxiv.org/pdf/1612.03221v1	2016	Continuum modeling of the effect of surface area growth due to crushing   and damage on the permeability of granular rocks	Shiva Esna Ashari|Arghya Das|Giuseppe Buscarnera	  This paper discusses a continuum approach to track the evolution of permeability in granular rocks by accounting for the combined effect of porosity changes, grain breakage and cement bond damage. To account for such a broad range of microscopic processes under general loading paths, the Breakage Mechanics theory is used and the computed mechanical response is linked with the Kozeny equation, i.e. a permeability model able to evaluate the reduction of the hydraulic conductivity resulting from the simultaneous loss of porosity and growth of surface area. In particular, the evolution of the internal variables of the model has been linked to idealized geometric schemes at particle scale, with the goal to distinguish the contribution of the fines generated by the disaggregation of the cement matrix from that of the broken fragments resulting from the crushing of the skeleton. Compression/flow experiments available in the literature for different granular rocks are used to validate the proposed methodology. The analyses illustrate that the drop of the permeability of damaged rocks would be severely underestimated without an accurate computation of the growth of surface area, as well as that the distributed fragmentation of skeleton particles tends to have stronger implications than the generation of cement fines. These findings, along with the satisfactory agreement between model predictions and experiments, stress the benefits of adopting microstructure-based constitutive laws for the analysis of coupled hydro-mechanical problems. 	
0008360v1	http://arxiv.org/pdf/cond-mat/0008360v1	2000	Multiple current reversals in forced inhomogeneous ratchets	Debasis Dan|Mangal C. Mahato|A. M. Jayannavar	  Transport properties of overdamped Brownian paricles in a rocked thermal ratchet with space dependent friction coefficient is studied. By tuning the parameters, the direction of current exhibit multiple reversals, both as a function of the thermal noise strength as well as the amplitude of rocking force. Current reversals also occur under deterministic conditions and exhibits intriguing structure. All these features arise due to mutual interplay between potential asymmetry,noise, driving frequency and inhomogeneous friction. 	
0106631v2	http://arxiv.org/pdf/cond-mat/0106631v2	2001	Energetics of rocked inhomogeneous ratchets	Debasis Dan|A. M. Jayannavar	  We study the efficiency of frictional thermal ratchets driven by finite frequency driving force and in contact with a heat bath. The efficiency exhibits varied behavior with driving frequency. Both nonmonotonic and monotonic behavior have been observed. In particular the magnitude of efficiency in finite frequency regime may be more than the efficiency in the adiabatic regime. This is our central result for rocked ratchets. We also show that for the simple potential we have chosen, the presence of only spatial asymmetry (homogeneous system) or only frictional ratchet (symmetric potential profile), the adiabatic efficiency is always more than in the nonadiabatic case. 	
0310726v2	http://arxiv.org/pdf/cond-mat/0310726v2	2003	Entropy production, energy loss and currents in adiabatically rocked   thermal ratchets	Raishma Krishnan|A. M. Jayannavar	  We study the nature of currents, input energy and entropy production in different types of adiabatically rocked ratchets using the method of stochastic energetics. The currents exhibit a peak as a function of noise strength. We show that there is no underlying resonance or synchronisation phenomena in the dynamics of the particle with these current peaks. This follows from the analysis of energy loss in the medium. We also show that the maxima seen in current as well as the total entropy production are not directly correlated. 	
0407322v1	http://arxiv.org/pdf/cond-mat/0407322v1	2004	Three-state Potts model in combination with the rock-scissors-paper game	Attila Szolnoki|Gyorgy Szabo|Maria Ravasz	  We study a three-state Potts model extended by allowing cyclic dominance between the states as it appears for the rock-scissors-paper game. Monte Carlo simulations are performed on a square lattice when varying the temperature and the strength of cyclic dominance. It is shown that the critical phase transition from the disordered state to the ordered one is destroyed by the cyclic dominance that yields a self-organizing pattern even at low temperatures. The differences and similarities are discussed between the present model and the half-filled, driven lattice gases with repulsive interaction. 	
0407425v1	http://arxiv.org/pdf/cond-mat/0407425v1	2004	Phase transitions for rock-scissors-paper game on different networks	Attila Szolnoki|Gyorgy Szabo	  Monte Carlo simulations and dynamical mean-field approximations are performed to study the phase transitions in rock-scissors-paper game on different host networks. These graphs are originated from lattices by introducing quenched and annealed randomness simultaneously. In the resulting phase diagrams three different stationary states are identified for all structures. The comparison of results on different networks suggests that the value of clustering coefficient plays an irrelevant role in the emergence of a global oscillating phase. The critical behavior of phase transitions seems to be universal and can be described by the same exponents. 	
0610720v1	http://arxiv.org/pdf/cond-mat/0610720v1	2006	Scaling and universality in rock fracture	Jörn Davidsen|Sergei Stanchits|Georg Dresen	  We present a detailed statistical analysis of acoustic emission time series from laboratory rock fracture obtained from different experiments on different materials including acoustic emission controlled triaxial fracture and punch-through tests. In all considered cases, the waiting time distribution can be described by a unique scaling function indicating its universality. This scaling function is even indistinguishable from that for earthquakes suggesting its general validity for fracture processes independent of time, space and magnitude scales. 	
1007.3396v1	http://arxiv.org/pdf/1007.3396v1	2010	Negative activation volume for dielectric relaxation in hydrated rocks	A. N. Papathanassiou|I. Sakellis|J. Grammatikakis	  Negative defect activation volumes are extremely rare in solids. Here, we report for the first time that this holds in a couple of hydrated rocks for dielectric relaxation by exploring the complex impedance spectra at various pressures and temperatures. The present findings mean that the relaxation time of the relevant relaxation mechanisms decreases upon increasing pressure, thus it may become too short at higher pressure and hence lead to the emission of transient electric signals before fracture. This may constitute the long-standing laboratory confirmation for the explanation of the generation of electric signals prior to an earthquake, as recently pointed out by Uyeda et al [Tectonophysics 470 (2009) 205-213]. 	
1109.4911v2	http://arxiv.org/pdf/1109.4911v2	2012	Neutron Production from the Fracture of Piezoelectric Rocks	A. Widom|J. Swain|Y. N. Srivastava	  A theoretical explanation is provided for the experimental evidence that fracturing piezoelectric rocks produces neutrons. The elastic energy micro-crack production ultimately yields the macroscopic fracture. The mechanical energy is converted by the piezoelectric effect into electric field energy. The electric field energy decays via radio frequency (microwave) electric field oscillations. The radio frequency electric fields accelerate the condensed matter electrons which then collide with protons producing neutrons and neutrinos. 	
1401.4302v1	http://arxiv.org/pdf/1401.4302v1	2014	Stochastic patterns in a 1D Rock-Paper-Scissor model with mutation	Cianci Claudia|Timoteo Carletti	  In the framework of a 1D cyclic competition model, the Rock-Paper-Scissor model, where bacteria are allowed to mutate and move in space, we study the formation of stochastic patterns, where all the bacteria species do coexist. We modelled the problem using an individual-based setting and using the system size van Kampen expansion to deal with the Master Equation, we have been able to characterise the spatio-temporal patterns using the power spectrum of the fluctuations. We proved that such patterns are robust against the intrinsic noise and they can be found for parameters values beyond the ones fixed by the deterministic approach. We complement such analytical results with numerical simulations based on the Gillespie's algorithm. 	
0902.1309v1	http://arxiv.org/pdf/0902.1309v1	2009	Numerical Simulation of Gas Storage Caverns in Qom Region	Mostafa Sharifzadeh|Ali Moradi Ghasr	  The rock mechanical design of gas storage cavern in salt requires the analysis of the stability and the usability of the cavern over the planned operating time period. The design includes the build up of a rock mass model and a numerical model taking into account the geological situation, load condition, geometrical condition, and material parameters. In this paper multiple caverns in salt formation with geological and geomechanical situation in Qom (central part of Iran) was investigated a using creep model. Minimum safe center to center distances (CTCD) of multiple horizontal caverns also were studied. CTCD of caverns interact at less than two times of cavern diameter. With increasing the CTCD to 2.5 times cavern diameters, diminish most interaction. 	
1307.1767v1	http://arxiv.org/pdf/1307.1767v1	2013	Measurement of a Phase of a Radio Wave Reflected from Rock Salt and Ice   Irradiated by an Electron Beam for Detection of Ultra-High-Energy Neutrinos	Masami Chiba|Toshio Kamijo|Takahiro Tanikawa|Hiroyuki Yano|Fumiaki Yabuki|Osamu Yasuda|Yuichi Chikashige|Tadashi Kon|Yutaka Shimizu|Souichirou Watanabe|Michiaki Utsumi|Masatoshi Fujii	  We have found a radio-wave-reflection effect in rock salt for the detection of ultra-high energy neutrinos which are expected to be generated in Greisen, Zatsepin, and Kuzmin (GZK) processes in the universe. When an UHE neutrino interacts with rock salt or ice as a detection medium, a shower is generated. That shower is formed by hadronic and electromagnetic avalanche processes. The energy of the UHE neutrino shower converts to thermal energy through ionization processes. Consequently, the temperature rises along the shower produced by the UHE neutrino. The refractive index of the medium rises with temperature. The irregularity of the refractive index in the medium leads to a reflection of radio waves. This reflection effect combined with the long attenuation length of radio waves in rock salt and ice would yield a new method to detect UHE neutrinos. We measured the phase of the reflected radio wave under irradiation with an electron beam on ice and rock salt powder. The measured phase showed excellent consistence with the power reflection fraction which was measured directly. A model taking into account the temperature change explained the phase and the amplitude of the reflected wave. Therefore the reflection mechanism was confirmed. The power reflection fraction was compared with that calculated with the Fresnel equations, the ratio between the measured result and that obtained with the Fresnel equations in ice was larger than that of rock salt. 	
0801.0543v1	http://arxiv.org/pdf/0801.0543v1	2008	Numerical modeling of carbon dioxide sequestration on the rate of   pressure solution creep in limestone: Preliminary results	Francois Renard|Elisabeth Gundersen|Roland Hellmann|Marielle Collombet|Yvi Le Guen	  When carbon dioxide (CO2) is injected into an aquifer or a depleted geological reservoir, its dissolution into solution results in acidification of the pore waters. As a consequence, the pore waters become more reactive, which leads to enhanced dissolution-precipitation processes and a modification of the mechanical and hydrological properties of the rock. This effect is especially important for limestones given that the solubility and reactivity of carbonates is strongly dependent on pH and the partial pressure of CO2. The main mechanism that couples dissolution, precipitation and rock matrix deformation is commonly referred to as intergranular pressure solution creep (IPS) or pervasive pressure solution creep (PSC). This process involves dissolution at intergranular grain contacts subject to elevated stress, diffusion of dissolved material in an intergranular fluid, and precipitation in pore spaces subject to lower stress. This leads to an overall and pervasive reduction in porosity due to both grain indentation and precipitation in pore spaces. The percolation of CO2-rich fluids may influence on-going compaction due to pressure solution and can therefore potentially affect the reservoir and its long-term CO2 storage capacity. We aim at quantifying this effect by using a 2D numerical model to study the coupling between dissolution-precipitation processes, local mass transfer, and deformation of the rock over long time scales. We show that high partial pressures of dissolved CO2 (up to 30 MPa) significantly increase the rates of compaction by a factor of ~ 50 to ~ 75, and also result in a concomitant decrease in the viscosity of the rock matrix. 	
1104.4813v1	http://arxiv.org/pdf/1104.4813v1	2011	The mechanics of rocking stones: equilibria on separated scales	Gábor Domokos|András Árpád Sipos|Tímea Szabó	  Rocking stones, balanced in counter-intuitive positions have always intrigued geologists. In our paper we explain this phenomenon based on high-precision scans of pebbles which exhibit similar behavior. We construct their convex hull and the heteroclinic graph carrying their equilibrium points. By systematic simplification of the arising Morse-Smale complex in a one-parameter process we show that equilibria occur typically in highly localized groups (flocks), the number of the latter can be reliably observed and determined by hand experiments. Both local and global (micro and macro) equilibria can be either stable or unstable. Most commonly, rocks and pebbles are balanced on stable local equilibria belonging to stable flocks. However, it is possible to balance a convex body on a stable local equilibrium belonging to an unstable flock and this is the intriguing mechanical scenario corresponding to rocking stones. Since outside observers can only reliably perceive flocks, the last described situation will appear counter-intuitive. Comparison of computer experiments to hand experiments reveals that the latter are consistent, i.e. the flocks can be reliably counted and the pebble classification system proposed in our previous work (Domokos et al 2010) is robustly applicable. We also find an interesting logarithmic relationship between the Zingg parameters and the average number of global equilibrium points, indicating a close relationship between the two systems. 	
