id	link	date	title	authors	summary
1511.01446v2	http://arxiv.org/pdf/1511.01446v2	2015	ATLAS: An Adaptive Failure-aware Scheduler for Hadoop	Mbarka Soualhia|Foutse Khomh|Sofiene Tahar	  Hadoop has become the de facto standard for processing large data in today's cloud environment. The performance of Hadoop in the cloud has a direct impact on many important applications ranging from web analytic, web indexing, image and document processing to high-performance scientific computing. However, because of the scale, complexity and dynamic nature of the cloud, failures are common and these failures often impact the performance of jobs running in Hadoop. Although Hadoop possesses built-in failure detection and recovery mechanisms, several scheduled jobs still fail because of unforeseen events in the cloud environment. A single task failure can cause the failure of the whole job and unpredictable job running times. In this report, we propose ATLAS (AdapTive faiLure-Aware Scheduler), a new scheduler for Hadoop that can adapt its scheduling decisions to events occurring in the cloud environment. Using statistical models, ATLAS predicts task failures and adjusts its scheduling decisions on the fly to reduce task failure occurrences. We implement ATLAS in the Hadoop framework of Amazon Elastic MapReduce (EMR) and perform a case study to compare its performance with those of the FIFO, Fair and Capacity schedulers. Results show that ATLAS can reduce the percentage of failed jobs by up to 28% and the percentage of failed tasks by up to 39%, and the total execution time of jobs by 10 minutes on average. ATLAS also reduces CPU and memory usages. 	
0306509v5	http://arxiv.org/pdf/cond-mat/0306509v5	2003	Bug propagation and debugging in asymmetric software structures	Damien Challet|Andrea Lombardoni	  Software dependence networks are shown to be scale-free and asymmetric. We then study how software components are affected by the failure of one of them, and the inverse problem of locating the faulty component. Software at all levels is fragile with respect to the failure of a random single component. Locating a faulty component is easy if the failures only affect their nearest neighbors, while it is hard if the failures propagate further. 	
0909.4185v2	http://arxiv.org/pdf/0909.4185v2	2010	Stochastic Load-Redistribution Model for Cascading Failure Propagation	Jörg Lehmann|Jakob Bernasconi	  A new class of probabilistic models for cascading failure propagation in interconnected systems is proposed. The models take into account important characteristics of real systems that are not considered in existing generic approaches. Specifically, it is assumed that the load increments after a failure are proportional to the failed load and that the load redistribution among the remaining elements is stochastic. The models are solved analytically in terms of generalized branching processes, and the failure propagation properties of a prototype example are analyzed in detail. 	
1203.0850v2	http://arxiv.org/pdf/1203.0850v2	2012	Damage-cluster distributions and size effect on strength in compressive   failure	Lucas Girard|Jerome Weiss|David Amitrano	  We investigate compressive failure of heterogeneous materials on the basis of a continuous progressive damage model. The model explicitely accounts for tensile and shear local damage and reproduces the main features of compressive failure of brittle materials like rocks or ice. We show that the size distribution of damage-clusters, as well as the evolution of an order parameter, the size of the largest damage-cluster, argue for a critical interpretation of fracture. The compressive failure strength follows a normal distribution with a very small size effect on the mean strength, in good agreement with experiments. 	
1606.04895v3	http://arxiv.org/pdf/1606.04895v3	2016	Magnetar Outbursts from Avalanches of Hall Waves and Crustal Failures	Xinyu Li|Yuri Levin|Andrei M. Beloborodov	  We explore the interaction between Hall waves and mechanical failures inside a magnetar crust, using detailed one-dimentional models that consider temperature-sensitive plastic flow, heat transport and cooling by neutrino emission, as well as the coupling of the crustal motion to the magnetosphere. We find that the dynamics is enriched and accelerated by the fast, short-wavelength Hall waves that are emitted by each failure. The waves propagate and cause failures elsewhere, triggering avalanches. We argue that these avalanches are the likely sources of outbursts in transient magnetars. 	
1711.05802v1	http://arxiv.org/pdf/1711.05802v1	2017	Avalanche precursors of failure in hierarchical fuse networks	Paolo Moretti|Bastien Dietemann|Michael Zaiser	  We study precursors of failure in hierarchical random fuse network models which can be considered as idealizations of hierarchical (bio)materials where fibrous assemblies are held together by multi-level (hierarchical) cross-links. When such structures are loaded towards failure, the patterns of precursory avalanche activity exhibit generic scale invariance: Irrespective of load, precursor activity is characterized by power-law avalanche size distributions without apparent cut-off, with power-law exponents that decrease continuously with increasing load. This failure behavior and the ensuing super-rough crack morphology differ significantly from the findings in non-hierarchical structures. 	
0309026v1	http://arxiv.org/pdf/cs/0309026v1	2003	A thought experiment on Quantum Mechanics and Distributed Failure   Detection	Mark C. Little	  One of the biggest problems in current distributed systems is that presented by one machine attempting to determine the liveness of another in a timely manner. Unfortunately, the symptoms exhibited by a failed machine can also be the result of other causes, e.g., an overloaded machine or network which drops messages, making it impossible to detect a machine failure with cetainty until that machine recovers. This is a well understood problem and one which has led to a large body of research into failure suspectors: since it is not possible to detect a failure, the best one can do is suspect a failure and program accordingly. However, one machine's suspicions may not be the same as another's; therefore, these algorithms spend a considerable effort in ensuring a consistent view among all available machines of who is suspects of being failed. This paper describes a thought experiment on how quantum mechanics may be used to provide a failure detector that is guaranteed to give both accurate and instantaneous information about the liveness of machines, no matter the distances involved. 	
1705.10831v3	http://arxiv.org/pdf/1705.10831v3	2017	Self-Organization of Dragon Kings	Yuansheng Lin|Keith Burghardt|Martin Rohden|Pierre-André Noël|Raissa M. D'Souza	  The mechanisms underlying cascading failures are often modeled via the paradigm of self-organized criticality. Here we introduce a simple model where nodes self-organize to be either weak or strong to failure which captures the trade-off between degradation and reinforcement of nodes inherent in many network systems. If strong nodes cannot fail, this leads to power law distributions of failure sizes with so-called "Black Swan" rare events. In contrast, if strong nodes fail once a sufficient fraction of their neighbors fail, this leads to "Dragon Kings", which are massive failures caused by mechanisms distinct from smaller failures. In our model, we find that once an initial failure size is above a critical value, the Dragon King mechanism kicks in, leading to piggybacking system-wide failures. We demonstrate that the size of the initial failed weak cluster predicts the likelihood of a Dragon King event with high accuracy and we develop a simple control strategy which also reveals that a random upgrade can inadvertently make the system more vulnerable. The Dragon Kings observed are self-organized, existing throughout the parameter regime. 	
9509004v1	http://arxiv.org/pdf/quant-ph/9509004v1	1995	Quantum Mechanics as an Exotic Probability Theory	Saul Youssef	  Recent results suggest that quantum mechanical phenomena may be interpreted as a failure of standard probability theory and may be described by a Bayesian complex probability theory. 	
1608.00308v3	http://arxiv.org/pdf/1608.00308v3	2017	Experimental evidence that electrical fatigue failure obeys a   generalized Coffin-Manson law	Xiangtong He|John Y. Fu	  The empirical Coffin-Manson law has been used to characterize the low-cycle mechanical fatigue failure of metallic materials for decades. Our experimental studies reported in this letter have shown that the electrical fatigue failure in dielectrics can be well described by a fitting function having the same mathematical expression as that of the Coffin-Manson law. This observation indicates that the physical mechanism beneath the formation and evolution of atomic disordered structures, the key factor influencing both mechanical and electrical fatigue, might be the same. 	
1712.09116v1	http://arxiv.org/pdf/1712.09116v1	2017	A Mechanism of Failure in Shear Bands	Mohammad E. Torki|A. Amine Benzerga	  We have carried out dilatant plasticity simulations to investigate the process of failure inside a shear band. The constitutive model accounts for possibly inhomogeneous flow within the band, void rotation and void elongation. We found that the material in the band may soften with no increase in the void volume fraction. For a given matrix hardening capacity, the rate of softening was found to depend strongly on the ratio of shear band width to in-plane void spacing. The emergent softening led to complete loss of load bearing capacity thereby providing a physical mechanism of failure in shear bands. The mechanism is consistent with essential features of shear-fractured specimens in terms of surface roughness, porosity and dimple shape. 	
0701015v2	http://arxiv.org/pdf/cs/0701015v2	2007	Asynchronous Implementation of Failure Detectors with partial   connectivity and unknown participants	Pierre Sens|Luciana Arantes|Mathieu Bouillaguet|Véronique Martin|Fabiola Greve	  We consider the problem of failure detection in dynamic networks such as MANETs. Unreliable failure detectors are classical mechanisms which provide information about process failures. However, most of current implementations consider that the network is fully connected and that the initial number of nodes of the system is known. This assumption is not applicable to dynamic environments. Furthermore, such implementations are usually timer-based while in dynamic networks there is no upper bound for communication delays since nodes can move. This paper presents an asynchronous implementation of a failure detector for unknown and mobile networks. Our approach does not rely on timers and neither the composition nor the number of nodes in the system are known. We prove that our algorithm can implement failure detectors of class <>S when behavioral properties and connectivity conditions are satisfied by the underlying system. 	
0205090v1	http://arxiv.org/pdf/physics/0205090v1	2002	Effects of Defects on the Strength of Nanotubes:   Experimental-Computational Comparisons	T. Belytschko|S. P. Xiao|R. Ruoff	  The failure stresses and strains of nanotubes given by theoretical or numerical predictions are much higher than observed in experiments. We show that defects can explain part of this discrepancy: for an n-atom defect with 2<=n<=8, the range of failure stresses for a molecular mechanics calculation is found to be 36GPa to 64GPa. This compares quite well with upper end of the experimental failure stresses, 11GPa to 63GPa. The computed failure strains are 4% to 8%, whereas the experimental values are 2% to 13%. The underprediction of failure strains can be explained by the slippage that occurred in the experiments. The failure processes of nanotubes are clearly brittle in both the experiments and our calculations. 	
0910.0708v1	http://arxiv.org/pdf/0910.0708v1	2009	Robust Failure Detection Architecture for Large Scale Distributed   Systems	Ciprian Mihai Dobre|Florin Pop|Alexandru Costan|Mugurel Ionut Andreica|Valentin Cristea	  Failure detection is a fundamental building block for ensuring fault tolerance in large scale distributed systems. There are lots of approaches and implementations in failure detectors. Providing flexible failure detection in off-the-shelf distributed systems is difficult. In this paper we present an innovative solution to this problem. Our approach is based on adaptive, decentralized failure detectors, capable of working asynchronous and independent on the application flow. The proposed solution considers an architecture for the failure detectors, based on clustering, the use of a gossip-based algorithm for detection at local level and the use of a hierarchical structure among clusters of detectors along which traffic is channeled. The solution can scale to a large number of nodes, considers the QoS requirements of both applications and resources, and includes fault tolerance and system orchestration mechanisms, added in order to asses the reliability and availability of distributed systems. 	
1506.08352v1	http://arxiv.org/pdf/1506.08352v1	2015	Threshold for the Outbreak of Cascading Failures in Degree-degree   Uncorrelated Networks	Junbiao Liu|Xinyu Jin|Lurong Jiang|Yongxiang Xia|Bo Ouyang|Fang Dong|Yicong Lang|Wenping Zhang	  In complex networks, the failure of one or very few nodes may cause cascading failures. When this dynamical process stops in steady state, the size of the giant component formed by remaining un-failed nodes can be used to measure the severity of cascading failures, which is critically important for estimating the robustness of networks. In this paper, we provide a cascade of overload failure model with local load sharing mechanism, and then explore the threshold of node capacity when the large-scale cascading failures happen and un-failed nodes in steady state cannot connect to each other to form a large connected sub-network. We get the theoretical derivation of this threshold in degree-degree uncorrelated networks, and validate the effectiveness of this method in simulation. This threshold provide us a guidance to improve the network robustness under the premise of limited capacity resource when creating a network and assigning load. Therefore, this threshold is useful and important to analyze the robustness of networks. 	
1610.07997v1	http://arxiv.org/pdf/1610.07997v1	2016	Artificial Intelligence Safety and Cybersecurity: a Timeline of AI   Failures	Roman V. Yampolskiy|M. S. Spellchecker	  In this work, we present and analyze reported failures of artificially intelligent systems and extrapolate our analysis to future AIs. We suggest that both the frequency and the seriousness of future AI failures will steadily increase. AI Safety can be improved based on ideas developed by cybersecurity experts. For narrow AIs safety failures are at the same, moderate, level of criticality as in cybersecurity, however for general AI, failures have a fundamentally different impact. A single failure of a superintelligent system may cause a catastrophic event without a chance for recovery. The goal of cybersecurity is to reduce the number of successful attacks on the system; the goal of AI Safety is to make sure zero attacks succeed in bypassing the safety mechanisms. Unfortunately, such a level of performance is unachievable. Every security system will eventually fail; there is no such thing as a 100% secure system. 	
1703.03106v1	http://arxiv.org/pdf/1703.03106v1	2017	Oxygen migration during resistance switching and failure of hafnium   oxide memristors	Suhas Kumar|Ziwen Wang|Xiaopeng Huang|Niru Kumari|Noraica Davila|John Paul Strachan|David Vine|A. L. David Kilcoyne|Yoshio Nishi|R. Stanley Williams	  While the recent establishment of the role of thermophoresis/diffusion-driven oxygen migration during resistance switching in metal oxide memristors provided critical insights required for memristor modeling, extended investigations of the role of oxygen migration during ageing and failure remain to be detailed. Such detailing will enable failure-tolerant design, which can lead to enhanced performance of memristor-based next-generation storage-class memory. Here we directly observed lateral oxygen migration using in-situ synchrotron x-ray absorption spectromicroscopy of HfOx memristors during initial resistance switching, wear over millions of switching cycles, and eventual failure, through which we determined potential physical causes of failure. Using this information, we reengineered devices to mitigate three failure mechanisms, and demonstrated an improvement in endurance of about three orders of magnitude. 	
1703.00626v1	http://arxiv.org/pdf/1703.00626v1	2017	The RowHammer Problem and Other Issues We May Face as Memory Becomes   Denser	Onur Mutlu	  As memory scales down to smaller technology nodes, new failure mechanisms emerge that threaten its correct operation. If such failure mechanisms are not anticipated and corrected, they can not only degrade system reliability and availability but also, perhaps even more importantly, open up security vulnerabilities: a malicious attacker can exploit the exposed failure mechanism to take over the entire system. As such, new failure mechanisms in memory can become practical and significant threats to system security.   In this work, we discuss the RowHammer problem in DRAM, which is a prime (and perhaps the first) example of how a circuit-level failure mechanism in DRAM can cause a practical and widespread system security vulnerability. RowHammer, as it is popularly referred to, is the phenomenon that repeatedly accessing a row in a modern DRAM chip causes bit flips in physically-adjacent rows at consistently predictable bit locations. It is caused by a hardware failure mechanism called DRAM disturbance errors, which is a manifestation of circuit-level cell-to-cell interference in a scaled memory technology. We analyze the root causes of the RowHammer problem and examine various solutions. We also discuss what other vulnerabilities may be lurking in DRAM and other types of memories, e.g., NAND flash memory or Phase Change Memory, that can potentially threaten the foundations of secure systems, as the memory technologies scale to higher densities. We conclude by describing and advocating a principled approach to memory reliability and security research that can enable us to better anticipate and prevent such vulnerabilities. 	
0010023v1	http://arxiv.org/pdf/quant-ph/0010023v1	2000	Macroscopic Local Realism Incompatible with Quantum Mechanics: Failure   of Local Realism where Measurements give Macroscopic Uncertainties	M. D. Reid	  We show that quantum mechanics predicts a contradiction with local hidden variable theories for photon number measurements which have limited resolving power, to the point of imposing an uncertainty in the photon number result which is macroscopic in absolute terms. We show how this can be interpreted as a failure of a new premise, macroscopic local realism. 	
0808.2855v2	http://arxiv.org/pdf/0808.2855v2	2008	Comment on "Failure of the work-Hamiltonian connection for free-energy   calculations" by Jose M. G. Vilar and J. Miguel Rubi	Luca Peliti	  I point out that the arguments raised by Vilar and Rubi against the work-Hamiltonian connection in free-energy calculations imply, if correct, the failure of the statistical mechanical expression of the thermodynamical free-energy via the logarithm of the partition function. 	
0508513v1	http://arxiv.org/pdf/cond-mat/0508513v1	2005	Mechanical Failure of a Small and Confined Solid	Debasish Chaudhuri|Surajit Sengupta	  Starting from a commensurate triangular thin solid strip, confined within two hard structureless walls, a stretch along its length introduces a rectangular distortion. Beyond a critical strain the solid fails through nucleation of "smectic"-like bands. We show using computer simulations and simple density functional based arguments, how a solid-smectic transition mediates the failure. Further, we show that the critical strain introducing failure is {\em inversely} proportional to the channel width i.e. thinner strips are stronger! 	
1509.06949v1	http://arxiv.org/pdf/1509.06949v1	2015	Co-detection of acoustic emissions during failure of heterogeneous   media: new perspectives for natural hazard early warning	J. Faillettaz|D. Or|I. Reiweger	  A promising method for real time early warning of gravity driven rupture that considers both the heterogeneity of natural media and characteristics of acoustic emissions attenuation is proposed. The method capitalizes on co-detection of elastic waves emanating from micro-cracks by multiple and spatially separated sensors. Event co-detection is considered as surrogate for large event size with more frequent co-detected events marking imminence of catastrophic failure. Using a spatially explicit fiber bundle numerical model with spatially correlated mechanical strength and two load redistribution rules, we constructed a range of mechanical failure scenarios and associated failure events (mapped into AE) in space and time. Analysis considering hypothetical arrays of sensors and consideration of signal attenuation demonstrate the potential of the co-detection principles even for insensitive sensors to provide early warning for imminent global failure. 	
1309.2175v2	http://arxiv.org/pdf/1309.2175v2	2014	Cascading failures in spatially-embedded random networks	Andrea Asztalos|Sameet Sreenivasan|Boleslaw K. Szymanski|Gyorgy Korniss	  Cascading failures constitute an important vulnerability of interconnected systems. Here we focus on the study of such failures on networks in which the connectivity of nodes is constrained by geographical distance. Specifically, we use random geometric graphs as representative examples of such spatial networks, and study the properties of cascading failures on them in the presence of distributed flow. The key finding of this study is that the process of cascading failures is non-self-averaging on spatial networks, and thus, aggregate inferences made from analyzing an ensemble of such networks lead to incorrect conclusions when applied to a single network, no matter how large the network is. We demonstrate that this lack of self-averaging disappears with the introduction of a small fraction of long-range links into the network. We simulate the well studied preemptive node removal strategy for cascade mitigation and show that it is largely ineffective in the case of spatial networks. We introduce an altruistic strategy designed to limit the loss of network nodes in the event of a cascade triggering failure and show that it performs better than the preemptive strategy. Finally, we consider a real-world spatial network viz. a European power transmission network and validate that our findings from the study of random geometric graphs are also borne out by simulations of cascading failures on the empirical network. 	
0701003v1	http://arxiv.org/pdf/cond-mat/0701003v1	2006	Comment on "Failure of the Jarzynski identity for a simple quantum   system"	Shaul Mukamel	  The distribution of work done on a quantum system by instantaneously changing the Hamiltonian is shown to satisfy the Jarzynski identity. 	
0905.3860v3	http://arxiv.org/pdf/0905.3860v3	2009	A Cellular Automaton Model of Damage	C. A. Serino|W. Klein|J. B. Rundle	  We investigate the role of equilibrium methods and stress transfer range in describing the process of damage. We find that equilibrium approaches are not applicable to the description of damage and the catastrophic failure mechanism if the stress transfer is short ranged. In the long range limit, equilibrium methods apply only if the healing mechanism associated with ruptured elements is instantaneous. Furthermore we find that the nature of the catastrophic failure depends strongly on the stress transfer range. Long range transfer systems have a failure mechanism that resembles nucleation. In short range stress transfer systems, the catastrophic failure is a continuous process that, in some respects, resembles a critical point. 	
1509.03437v1	http://arxiv.org/pdf/1509.03437v1	2015	Generic failure mechanisms in adhesive bonds	Philipp Hass|Falk K. Wittel|Peter Niemz	  The failure of adhesive bondlines has been studied at the microscopic level via tensile tests. Stable crack propagation could be generated by means of samples with improved geometry, which made in-situ observations possible. The interaction of cracks with adhesive bondlines under various angles to the crack propagation was the focus of this study as well as the respective loading situations for the adhesives UF, PUR, and PVAc, which have distinctly different mechanical behaviors. It is shown how adhesive properties influence the occurrence of certain failure mechanisms and determine their appearance and order of magnitude. With the observed failure mechanisms, it becomes possible to predict the propagation path of a crack through the specimen. 	
0307734v1	http://arxiv.org/pdf/cond-mat/0307734v1	2003	Failure properties of fiber bundle models	Srutarshi Pradhan|Bikas K. Chakrabarti	  We study the failure properties of fiber bundles when continuous rupture goes on due to the application of external load on the bundles. We take the two extreme models: equal load sharing model (democratic fiber bundles) and local load sharing model. The strength of the fibers are assumed to be distributed randomly within a finite interval. The democratic fiber bundles show a solvable phase transition at a critical stress (load per fiber). The dynamic critical behavior is obtained analytically near the critical point and the critical exponents are found to be universal. This model also shows elastic-plastic like nonlinear deformation behavior when the fiber strength distribution has a lower cut-off. We solve analytically the fatigue-failure in a democratic bundle, and the behavior qualitatively agrees with the experimental observations. The strength of the local load sharing bundles is obtained numerically and compared with the existing results. Finally we map the failure phenomena of fiber bundles in terms of magnetic model (Ising model) which may resolve the ambiguity of studying the failure properties of fiber bundles in higher dimensions. 	
0310723v1	http://arxiv.org/pdf/cond-mat/0310723v1	2003	Precursors of catastrophic failures	Srutarshi Pradhan|Bikas K. Chakrabarti	  We review here briefly the nature of precursors of global failures in three different kinds of many-body dynamical systems. First, we consider the lattice models of self-organised criticality in sandpiles and investigate numerically the effect of pulsed perturbations to the systems prior to reaching their respective critical points. We consider next, the random strength fiber bundle models, under global load sharing approximation, and derive analytically the partial failure response behavior at loading level less than its global failure or critical point. Finally, we consider the two-fractal overlap model of earthquake and analyse numerically the overlap time series data as one fractal moves over the other with uniform velocity. The precursors of global or major failure in all three cases are shown to be very well characterized and prominent. 	
0404035v1	http://arxiv.org/pdf/cond-mat/0404035v1	2004	Andrade and Critical Time-to-Failure Laws in Fiber-Matrix Composites:   Experiments and Model	H. Nechad|A. Helmstetter|R. El Guerjouma|D. Sornette	  We present creep experiments on fiber composite materials. Recorded strain rates and acoustic emission (AE) rates exhibit both a power law relaxation in the primary creep regime and a power-law acceleration before global failure. In particular, we observe time-to-failure power laws in the tertiary regime for acoustic emissions over four decades in time. We also discover correlations between some characteristics of the primary creep (exponent of the power-law and duration) and the time to failure of the samples. This result indicates that the tertiary regime is dependent on the relaxation and damage processes that occur in the primary regime and suggests a method of prediction of the time to failure based on the early time recording of the strain rate or AE rate. We consider a simple model of representative elements, interacting via democratic load sharing, with a large heterogeneity of strengths. Each element consists of a non-linear dashpot in parallel with a spring. This model recovers the experimental observations of the strain rate as a function of time. 	
