"","id_df","title_df","author_df","abstract","keywords"
"96","171682-MS","Chemical and Mechanical Aspects of Wellbore Stability in Shale Formations: A Literature Review","Al-Arfaj, Mohammed Khalid, Saudi Aramco| Amanullah, Md, Saudi Aramco| Sultan, Abdullah S, King Fahd University of Petroleum & Minerals| Hossain, Mohammed Enamul, King Fahd University of Petroleum & Minerals| Abdulraheem, Abdulazeez, King Fahd University of Petroleum & Minerals","|Abstract 
Drilling a shale formation with no borehole problems can be a challenging task. With high content of clays, shale formations are prone to swelling, dispersion, tight hole and other problems. Those problems are well-documented in literature. Different types of clays give different types of problems. For example, when it is exposed to water, a shale sample with a high percentage of smectite tends to swell while another shale sample with a high percentage of kaolinite tends to disintegrate and disperse. The mechanism that destabilizes reactive shale when it comes in contact with water differs from on shale sample to another. It is important to know which mechanism is taking place in order to be proactive and inhibit the drilling fluid with the appropriate inhibitor. It is also important to characterize the shale sample in terms of its geological structure, mineralogical composition and interaction potential. 
Shale characterization and testing methods include but not limited to the following: X-ray analysis, degradation and reorientation evaluation using scanning electron microscope (SEM), cation exchange capacity (CEC) determination, swelling test, dispersion test, slake durability test, bulk hardness test, accretion test, shale membrane test, inhibition durability test and uniaxial and triaxial compression tests. 
Different types of shale inhibitors and stabilizers have been used in the industry such as: potassium chloride, calcium chloride, silicates, polyamines, glycol and lignosulfonate. Each of them has a mechanism by which it can inhibit the hydration, disintegration and dispersion of clays in the presence of water. 
This paper discusses the physio-chemical and chemico-mechanical effects of shale-drilling fluid interactions and the associated drilling problems that are most frequently encountered while drilling shales formations. It also reviews the most common shale testing methods used to evaluate the interaction potential of various shale-drilling fluid systems. Moreover, the paper describes different mechanisms by which shale can be inhibited and wellbore stability problems can be mitigated. 
Introduction 
About 75% of the formations drilled worldwide are shale formations with a high sensitivity to water-based muds. These formations are well-known for their high clay content and associated wellbore instability problems (Steiger, 1992). When clay-rich rocks are exposed to water, they start to react and behave like unconsolidated rocks. The extent of reaction, the mechanism and the consequences differ from one type of clay to another. For example, kaolinite clay tends to disperse in water, illite clay tends to disperse but to a lesser extent while smectite clay tends to swell. Because shales from different zones have different clay mineralogy, the response of every shale zone is usually different when exposed to water. 
In addition to swelling and dispersion, another source of wellbore instability while drilling shale formations is the disturbance of stresses around the borehole. The stresses around the borehole can be resolved into three main stresses: vertical stress, minimum horizontal stress and maximum horizontal stress. These stresses are altered and rearranged depending on several factors such as hydrostatic pressure of drilling fluid, swelling and hydration pressure effect and the overbalance pressure used to support the borehole wall. Because of the low permeability and high capillary suction of shale matrix,  a phenomenon called mud pressure penetration develops when drilling shale with overbalance pressure. An increase in the pore fluid pressure will result from the small volume penetrating into the wellbore and, therefore, wellbore instability will be triggered (Riley et al., 2012)|","inhibition, method, Drilling fluid, shale, durability"
"97","171705-MS","First Successful Hydraulic Fracturing in the Offshore Abu Dhabi: Part1—Flexible Design to Unlock a Tight Gas with Uncertainties—","Kuroda, Shintaro, INPEX| Kaneko, Masayuki, JODCO| Al Ameri, Fahed, SPE| Al Zarouni, Asim, ADNOC| Al Zaabi, Mohamed R., ADNOC| Al Awadi, Farhaad Khaled, ADMA-OPCO| Sabri, Abdul Moez, ADMA-OPCO","|Abstract 
The hydraulic fracturing technology is widely applied in tight reservoirs, including shale reservoirs, as one of the established reservoir stimulation methodologies to enhance the productivity. Even though the hydraulic fracturing is currently a common technique, there are remaining challenges in offshore fields with the high degree of geological and geomechanical uncertainties. In offshore hydraulic fracturing operations, key issues are the limited deck space for the required equipment on-board and economical aspects of the surface equipment including stimulation vessels due to the limited number of dedicated offshore stimulation vessels in the world. In addition, the limited reservoir information brings uncertainties in the hydraulic fracture design and causes difficulties in finalizing the operation plans from the timing and logistics point of view. 
This paper contains the first part of the two successive parts of a case study will be shown on successful optimization and productivity enhancement of actual offshore hydraulic fracturing for a deep tight gas reservoir with considerably limited formation data and under a high-pressure and high-temperature (HP/HT) environment. This successful operation was recognized as a landmark in this region, in terms of the first hydraulic fracturing operation in the offshore Abu Dhabi. 
In this paper (part 1), we describe how the flexible hydraulic fracture design led to an efficient productivity enhancement. The hydraulic fracture design was optimized by the integrated data acquisition strategy and the successive flexible adjustment from the design stage at office to the actual main treatment at wellsite. The relevant fracture design components like proppant usage and size can be optimized, based on sensitivity studies assuming not only all possible geological and geomechanical circumstances but also the actual pre-frac well test and data-frac results. In part 2, the key factors will be highlighted on this successful hydraulic fracturing result against the difficulties from operational point of view (Al Ameri et al. 2014). 
The work flow and successful strategy in our hydraulic fracturing design and execution can be applied to other offshore tight-sand gas reservoirs including those under HP/HT condition. The optimized design of hydraulic fracturing provides an effective operation and enables more economical field development for the tight reservoirs.|","HP/HT, hydraulic fracturing, high uncertainties, offshore Abu Dhabi, tight gas"
"98","165108-PA","Imbibition and Water Blockage In Unconventional Reservoirs: Well-Management Implications During Flowback and Early Production","Bertoncello, Antoine, Total EP USA| Wallace, Jon, Hess Corporation| Blyton, Chris, University of Texas at Austin| Honarpour, Mehdi Matt, BHP Billiton| Kabir, Shah, Hess Corporation","|Summary 
Driven by field logistics in an unconventional setting, a well may undergo weeks to months of shut-in after hydraulic-fracture stimulation. In unconventional reservoirs, field experiences indicate that such shut-in episodes may improve well productivity significantly while reducing water production. Multiphase-flow mechanisms were found to explain this behavior. Aided by laboratory relative permeability and capillary pressure data, and their dependency on stress in a shale-gas reservoir, the flow-simulation model was able to reproduce the suspected water-blocking behavior. Results demonstrate that a well-resting period improves early productivity and reduces water production. The results also indicate that minimizing water invasion in the formation is crucial to avoid significant water blockage.|","well resting, imbibition, water blocking, unconventional reservoirs"
"99","167698-PA","Oman Champions EOR in the Middle East","Henni, Abdelghani, JPT Middle East Editor","|Oman EOR |Although famous for its abundant oil fields, generations of production in the Middle East is putting sharper focus on ultimate recovery from these fields. |The issue is particularly pressing for Oman. Output in the country’s maturing oil fields peaked in the 1990s and Petroleum Development Oman (PDO), the national oil company, spearheaded the implementation of enhanced oil recovery (EOR) techniques with its first trials in the late 1980s. |For Oman, EOR remains a major strategic option in its challenge to increase recovery and to meet long-term production requirements. Substantial efforts have been directed at investigating cost-effective ways in which production levels from existing fields can both be sustained and increased. |Oman’s first EOR program was completed in 1989 and led to progress in experience gained and reduction in technical and cost uncertainties. Oman has seen considerable investment in a range of EOR technologies to produce heavy oil, and a host of other countries in the Middle East and India have been encouraged by Oman’s success. Between 2001 and 2007, Oman’s oil production fell by 27%, but by 2009, due mostly to EOR projects, oil production had increased by 17%. |In a region where national oil companies essentially control all the hydrocarbon resources, Oman’s partnership between national and international oil companies stands out, also because it has been an important driving force behind the country’s EOR rollout. The growth in use of EOR techniques has increased the cost of Oman’s oil production but also has boosted output by 180,000 BOPD to 200,000 BOPD. Total Oman production is 940,000 BOPD. “In comparison with primary oil extraction, which sometimes costs only USD 4-5 per barrel, EOR techniques come at an expense of USD 10-12 per barrel,” said Salim bin Nasser Al-Aufi, undersecretary of the Ministry of Oil and Gas in Oman. |The EOR techniques that Oman has used include chemical EOR as well as thermal and miscible gas injection. The choice of EOR technology is based on the reservoir depth and oil viscosity. |PDO’s Experience |PDO, which produces more than 80% of Oman’s oil production, commissioned its first EOR project in 2004, and expects that EOR will contribute to 25% of total liquids production by 2020. “We have had to move into a significant program of EOR technologies. We are the only company in the world that has thermal, miscible, and polymer chemical-injection recovery mechanisms within the same concession, all of which are in full-scale implementation,” said Raoul Restucci, managing director of PDO.|","Document Type
                        Journal Paper
                            Pages86 - 89
                        Language
                        English
                            ISSN
                            0149-2136
                        Copyright
                        2014. Copyright is held partially by SPE. Contact SPE for permission to use material from this document."
"100","1114-0086-JPT","Modification of the Kozeny-Carman Equation To Quantify Formation Damage by Fines in Clean, Unconsolidated Porous Media","Krauss, Eva D., University of Colorado Denver| Mays, David C., University of Colorado Denver","|Summary 
Estimating formation permeability as a function of porosity, grain size, and the quantity and structure of fines is important in reservoir engineering. One can use the Kozeny-Carman equation to estimate the permeability of clean, unconsolidated media as a function of porosity and grain size, but it does not account for the quantity and structure of deposited fines. This study shows how incorporating of the volume of fines and a dimensionless bulk factor into the Kozeny-Carman equation can be used to model how the quantity and structure of deposited fines control permeability. Several experimental studies from the literature are analyzed, representing a range of fines (type and diameter), porous media, fluids, and Darcy velocity. These studies indicate that, when other variables are held constant, experiments conducted at a higher Darcy velocity result in less plugging. For each experiment, a dimensionless bulk factor in the Kozeny-Carman equation was fitted, with use of the root-mean-square method, to best match the experimental data. Fitted values of the bulk factor were then correlated with the Peclet number to investigate how the structure of fines, quantified by the bulk factor, depends on the characteristics of the porous media, the depositing colloids, and the Darcy velocity. Larger bulk factors are observed at a lower Peclet number, when diffusive transport dominates, which could result from more-dendritic deposits. Smaller bulk factors are observed at higher Peclet numbers, when advective transport dominates, which could result from deposits that are more compact. By understanding how the bulk factor, and, therefore, the extent of permeability reduction, depends on the Peclet number, one can optimize pumping schemes. The primary application of this work is to optimize well-pumping rates to prevent or manage plugging that results from the deposition of fines in initially clean, unconsolidated porous media, including both geologic formations and gravelpacks used for sand control.|","permeability, fines, Kozeny-Carman, formation damage"
"101","165148-PA","Time-Dependent Fracture-Interference Effects in Pad Wells","Manchanda, Ripudaman, The University of Texas at Austin| Sharma, Mukul Mani, The University of Texas at Austin| Holzhauser, Shawn, Shell","|Summary 
Hydraulic fracturing in shale formations induces microseismic events in a region we refer to as the microseismic volume. Many of these microseismic events are signatures of failure in the formation that are believed to be a result of induced unpropped (IU) fractures beyond the primary propped fracture. Areally extensive microseismicity may be evidence that these IU fractures occur and extend spatially beyond the propped fracture during pumping in many unconventional reservoirs. We present evidence that these fractures close over time after pumping is stopped and that this closure of IU fractures can have a significant impact on stress interference between fractures. To illustrate these effects, microseismic and radioactive-tracer data are presented for four laterals drilled and fractured from a single pad. Two wells on this pad were fractured with the consecutive-fracturing sequence, and the other two wells were fractured with the zipper-fracturing sequence. Geomechanical simulations were performed to model the pad scenario and explain the microseismic and tracer observations, with emphasis on the two different fracturing sequences. Our simulations show that the opening of the IU fractures results in significant temporary changes to the stress field in the rock. One consequence of this is that later fracture stages tend to propagate into the open-fracture networks of IU fractures created earlier because of stress reorientation. This can lead to inefficient usage of fluid, proppant, and capital because the region that is being stimulated has already been stimulated by the previous stage. By analyzing the net pressure, radioactive-tracer data, and microseismic data from the four-well pad, we show that these IU fractures close over time because the fracture fluid leaks off. This reduces the stress shadow, and subsequent induced fractures are no longer subjected to the significantly altered stresses, allowing for more-efficient fracture-network coverage by subsequent fractures in a horizontal well. On the basis of the data presented and computer simulations, we propose the idea of maximizing the time between fracturing in the microseismic volume of a recently fractured region (within operational constraints). The time required for the IU fractures to close can be estimated from our models and varies on the basis of the reservoir and fluid properties from several hours to days. One example of how this is accomplished in practice is zipper fractures. However, our work suggests that there also may be other fracture-sequencing strategies for accomplishing this.|","fracture, zipper, tracer, completion design, microseismic"
"102","164534-PA","Fines Migration in Fractured Wells: Integrating Modeling With Field and Laboratory Data","Marquez, Maricel, Chevron Corporation| Williams, Wade, Chevron Corporation| Knobles, Mark M, Chevron Corporation| Bedrikovetsky, Pavel, University of Adelaide| You, Zhenjiang, University of Adelaide","|Summary 
Production and drawdown data from 10 subsea deepwater fractured wells have been modeled with an analytical model for unsteadystate flow with fines migration. The simulation results and the field data indicated a good match, within 5%. A sensitivity study conducted on initial concentration of fines, flow rate, maximum finesmobilization velocity, fines distribution, formation damage, and filtration coefficients confirmed that the model-matching parameters are within values reported commonly in the literature. This paper describes the methodology used to integrate the modeling predictions with field and laboratory data to identify probable causes for increasing skins and declining productivity-index values observed in some of the wells under investigation. It discusses the results of an experiment designed to simultaneously assess the effects of pressure depletion and compaction on fines production and permeability with a triaxial-stress apparatus. This is, to the best of our knowledge, the first time an experiment of this nature is reported in the literature. The good match between the modeling and the field data, further validated with laboratory experiments, allows for discussion of long-term predictions on well productivity impacting current reservoir-management strategies and field-development plans.|","fines migration"
"103","2014-1172","Gravitational Monitoring for the Exploitation of UGS – Physical Precondition, Gravity Anomalies and Obstructive Factors","Petrovskyy, Oleksandr, Ivano-Frankivsk National Technical University of Oil and Gas| Trachuk, Andrii, Ivano-Frankivsk National Technical University of Oil and Gas","|Summary
Gravitational monitoring physical precondition is considerately important for possibility to improve the process of underground gas storage exploitation. Also gravity monitoring method can help in understanding of natural gas flows in crosswell space as a response on injection-extraction process.
Introduction
The volume of commercial feed of natural gas to consumers has a seasonal nature with the decrease in the summer and significant increase in winter. Taking into account that natural gas production is almost constant in time, scheme of natural gas supply from the wellhead to consumer includes underground gas storage (UGS) facilities, used to inject excess volumes in summer and to cover increased gas use in winter. So operation of underground gas storage consists in seasonal extractions and injections of natural gas. For each UGS technical features including maximum amount of gas in UGS and reservoir pressure are calculated and approved during its projecting. Considering heterogeneity of gas-saturated reservoirs there is a problem of operational control of processes that take place in UGS. First of all it regards the structure of active UGS zone, paths of gas filtration and stagnant zones detection. Hydrodynamic pressure studies in UGS are commonly performed which are based on pressure observation used to solve filtering problem in porous environment. Also methods of distant geophysical control play important role. Among distant geophysical methods of geological environment monitoring 4D seismics is a primary tool. The results of 4D seismic application are described in a large number of publications (Lumley, 2010). However, seismic monitoring is not always effective either because of geological or economic conditions. Between other geophysical methods used for monitoring we can distinguish gravimetric method that is associated with a control of density variation. Another group includes electrical methods, which are widely used recently in exploration process for oil and gas. Today, there are examples of successful application of gravity monitoring for study of volcanic activity, control of groundwater propagation direction, storage and extraction of artificial aquifers, as well as the development of hydrocarbon deposits (Davis, K., Li, Y., Batzle, M., Raynolds, B., 2010). However, the issue of the usage gravity method for monitoring of underground gas storage is still under investigated. Therefore, this abstract deals with physical precondition for gravity application, expected gravity anomalies amplitudes, as well as hindering factors.|","4D, density, pore pressure, monitoring, gravimeter"
"104","2014-0895","Understanding Geopressure Mechanisms Using Micro-Mechanics","Zhu, Yaping, Statoil","|Summary
Geopressure (or overpressure) presents significant risks to drilling if not predicted accurately. To better understand mechanisms of abnormal fluid pressure, I choose an inclusion-based micromechanical model by using the concept of eigenstrain and characterize the microstructure of rocks as a product of the compaction processes. Analysis and numerical tests demonstrate that fluid pressure and effective velocities are functions of the microstructure (e.g., shape of inclusions) and the stress state of the rock, which suggests the possibility of linking pressure and velocities to geological parameters.|","rock physics, tensor, porosity, pore pressure, velocity"
"105","2014-0896","Microseismic Shearing Generated by Fringe Cracks and Bedding-Plane Slip","Rutledge, James, Schlumberger| Yu, Xin, Schlumberger| Leaney, Scott, Schlumberger| Bennett, Les, Schlumberger| Maxwell, Shawn, Schlumberger","|Summary
Natural joint structures in layered rock provide an analog for interpreting patterns of hydraulic-fracture microseismicity often observed in unconventional gas reservoir. We interpret systematic patterns of source locations and mechanisms in terms of fringe cracks and bedding-plane slip as the hydraulic fracture encounters layer interfaces. In this sense the microseismicity provides a direct picture of tensile fracture growth through a reservoir, highlighting the deformation at and near bedding boundaries as the hydraulic fracture rips through or along layer interfaces. Understanding these processes is important in imaging the reservoir accessed and drained by injection stimulation.|","fracture stimulation, microseismic, fractures, interpretation, high-resolution"
"106","2014-0723","An Alternative to the O’Doherty-Anstey Approximation in a High-Contrast Medium","Shigapov, Renat, Saint Petersburg State University| Kashtan, Boris, Saint Petersburg State University| Droujinine, Alexander, Shell Global Solutions International BV| Mulder, Wim, Shell Global Solutions International BV; Delft University of Technology","|Summary|The O’Doherty-Anstey (ODA) approximation assumes weakcontrast velocity variations. This is not valid for a fractured medium. We present an alternative approximation valid for fractured media with strong contrasts. With the Kennett-type recursive matrix method, we derive the ODA- and strongreflectivity (SR) approximations in a layered medium. The resulting formulas are invariant with respect to the type of layer properties (acoustic, elastic, poroelastic, etc.). Numerical results obtained via the global matrix method confirm the accuracy of the SR-approximation in a high-contrast acoustic medium, whereas the classical ODA-formula leads to large errors.|","unconventional, multiples, attenuation, scattering, Q"
"107","2014-0774","Permeability-Velocity Model for Clay Bearing and Cemented Sandstone","Zhou, Yijie, Rock Solid Images Inc.| Hossain, Zakir, Rock Solid Images Inc.","|Summary|The objective of this study is to experimentally and theoretically revise the relations between porosity, permeability, and elastic wave velocity of diagenetic sandstone. Many such relationships exist in the literature, however, they do not consider diagenetic effects. We found clean sandstone can be modeled with Kozeny’s relation; however it breaks down for clay-bearing sandstones and diagenetically-altered sandstones. Porosity is the first order parameter that affects permeability and elastic properties; clay and cement cause secondary effects on these properties.Combining theoretical models with laboratory measured data, we have derived mathematical relationships for porosity-permeability, porosity-velocity and permeability-velocity in diagenetic sandstone. The effects of clay and cementation are described using coefficients introduced into these relationships. The relationships provided in this study can greatly help to determine permeability and velocity from porosity or to estimate permeability from velocity measurements.|","rock physics, permeability, reservoir characterization, elastic, velocity"
"108","2014-0379","Recent Advances in the Characterization of Unconventional Reservoirs with Wide-Azimuth Seismic Data","Bachrach, Ran, WesternGeco| Sayers, Colin M., WesternGeco| Dasgupta, Sagnik, WesternGeco| Silva, Josimar, WesternGeco| Volterrani, Stefano, WesternGeco","|Summary
Wide-azimuth, long-offset seismic data allow estimating azimuthal anisotropy and direction resulting from the presence of natural fractures and anisotropic in-situ stress. This can be done by measuring how seismic velocities and amplitudes vary as a function of the offset and azimuth associated with the seismic reflection data. Rock intrinsic properties like anisotropy, azimuth of fast and slow directions, fracture density, and total porosity, as well as the in-situ principal stress components, can be inferred and used to help with well design, placement and completion strategies.
Recent advances in seismic azimuthal analysis of media with orthotropic symmetry (an orthotropic medium has three orthogonal planes of mirror symmetry), and quantitative interpretation workflows, are illustrated using high-resolution prestack seismic inversion in an unconventional play in the Williston basin in North America. The algorithm, valid for orthotropic symmetry, was first tested on synthetic data, and then applied to real world wide-azimuth 3D data. Results indicate that amplitude versus azimuth (AVAz) analysis of wide-azimuth seismic measurements for orthotropic media, can be used to estimate anisotropy, principle directions, and to constrain the orientation and magnitude of the principal in-situ stresses.
In addition, the middle Bakken member can be fully resolved seismically through the application of a suitable, high fidelity, inversion algorithm to the azimuthal seismic data. This allows characterization of the middle Bakken member in 3D in terms of thickness, porosity and fracture density, as well as elastic and rock strength parameters. With the implementation of a suitable rock physics model, the inversion results can be used to estimate high-resolution fracture density and total porosity 3D volumes, and the orientation and magnitude of the principal components of the in-situ stress tensor.|","AVO/AVA, unconventional, invasion"
"109","2014-0403","Numerical Simulation of P-Waves for Different Frequencies With Lattice Spring Models","Xia, Muming, China University of Petroleum| Zhou, Hui, China University of Petroleum| Li, Qingqing, China University of Petroleum| Yuan, Jiang, China University of Petroleum| Zuo, Anxin, China University of Petroleum| Qu, Shan, China University of Petroleum","|Summary
This paper presents a novel method known as Lattice Spring Model (LSM) to model P-waves for different frequencies. We detailed the basic theories and governing equations for LSM, and the Verlet Algorithm originally devised for molecular dynamics was used for the evolution of the wave field. By introducing a stability condition, the new method can be used to model waves in a wide frequency band, and such a theory was tested by some numerical examples.|","algorithm, seismic, modeling, wave propagation, sonic"
"110","2014-0222","Near Surface Velocities at Ekofisk From Scholte and Refracted Wave Analysis","Kazinnik, Roman, ConocoPhillips| Roy, Baishali, ConocoPhillips| Tura, Ali, ConocoPhillips| Vedvik, Lars, ConocoPhillips| Knoth, Olaf, ConocoPhillips","|Summary
A Life of Field Seismic (LoFS) permanent seabed seismic system has been installed and operating at the Ekofisk field since 2008. High quality active source seismic and passive seismic data have been recorded in the field and effectively used for management of the reservoir and overburden. In this paper we demonstrate how horizontally propagating surface waves from active source seismic data allow us to estimate near surface seismic velocities and associated anisotropy. We also show how the observed time dependent velocity changes are empirically associated with strain and stress changes from production induced subsidence. We base our analysis on Scholte waves, which are dispersive surface waves that propagate horizontally under the seabed, and critically refracted compressional (CRC) waves, which are P-waves that propagate horizontally along the seabed starting with the critical offset. The results indicate that the average seismic velocity is related to the expected principal stress magnitude, and seismic anisotropy is related to stress change preferential directions.|","anisotropy, case history, head waves, surface wave"
"111","2014-0196","Numerical Investigation of Borehole Dipole Flexural Dispersion Crossover Under Triaxial Stress","Fang, Xinding, Earth Resources Laboratory| Fehler, Michael C., Earth Resources Laboratory","|Summary
Crossover of the dispersion of flexural waves recorded in borehole cross-dipole measurements is interpreted as an indicator of stress-induced anisotropy around a borehole. Through numerical modeling of the influence of triaxial stress on borehole dipole flexural wave propagation, we find that for a circular borehole surrounded by an isotropic formation that is subjected to an anisotropic stress field the dipole flexural dispersion crossover is detectable only when the formation is sufficiently compliant. This might happen only in the shallow subsurface or in zones having high pore pressure.|","tectonics, anisotropy, acoustic, borehole geophysics, dispersion"
"112","2014-0148","Building a Robust Framework Model for Geomechanical Prediction of Fracture Density, Orientation and Likely Hydraulic Signature: Leading-Edge Technology in the Gorm Field Danish Central Graben","Quinn, D., Badley Geoscience Ltd.| Freeman, B., Badley Geoscience Ltd.| Arnhild, M., Maersk Oil Norway AS| Jaarsma, B., EBN| Dillon, C.G., Badley Geoscience Ltd.","|Summary
The Gorm field is a salt-cored, faulted chalk dome, central to the infrastructure of the Danish North Sea. Production has been in decline in recent years. To this end a geomechanical study was commissioned to derisk critical well infill. A mechanically robust framework model is the cornerstone of further analysis, various QA techniques were employed and will be discussed in detail in this paper. When modelling the geomechanics, core and image log data from 13 wells provide a first order, independent assessment of the predictive method. Recently a well was drilled in an area where our geomechanical models predict high fracture density and conductivity. “It had much higher productivity than predicted by matrix properties modelling, and is now the most productive well in the field accounting for over 25% of daily production, clearly enhanced by natural fractures” (Arnhild pers comm.).|","faults, North Sea, fractures, interpretation, geology"
"113","2014-0204","A Time-Lapse Feasibility Case Study From Mad Dog Field","Chakraborty, Samarjit, BP America Inc.| Brusova, Olga, BP America Inc.| Davis, Stan, BP America Inc.| van Gestel, Jean-Paul, BP America Inc.| Ai, Anita, BP America Inc.| Walker, Chris, BP America Inc.| Rollins, Fran, BP America Inc.","|Summary
In this case study we present the results from a time-lapse (4D) feasibility study that includes analysis of core data and reservoir simulator to seismic modeling to predict time-lapse seismic response from dynamic reservoir model from the Mad Dog field.
Ultrasonic velocities (UV’s) for both P and S waves were obtained from nine axially oriented sandstone core plug samples. These experiments were conducted under uniaxial strain conditions, in which radial strain was kept constant. The samples were cleaned, dried and then subjected to multiple loading and unloading cycles designed to simulate reservoir stress conditions of pressure depletion and build-up due to production and water injection. Travel times were obtained by careful picking of first arrival events on P and S full waveforms. These picks were used to compute P and S velocities, which were then used together with density data to compute dynamic bulk and shear moduli. These core data were then used to characterize the sensitivity of the dry rock frame to changes in effective stress. Sensitivity of porosity to changes in effective stress was also characterized.
Dry frame moduli were obtained from sonic log measurements using Gassmann fluid substitution for comparison with core data. Computed dry frame moduli from logs show close agreement with the core measurements. This comparison provides more confidence in the laboratory core measurements with less likelihood of core damage. Moreover, we could estimate the effective stress coefficient by matching the dry frame bulk moduli from cores to logs.
Next the core dry frame parameters were used to model rock properties changes in the reservoir for a single interface. Finally, full-field time-lapse feasibility study with the 3D reservoir simulation model was done to model the expected time-lapse response of the Mad Dog field. Results from the feasibility study show that the model-based time-lapse signal could be observed in extra-salt reservoirs using a time-lapse noise threshold derived from time-lapse ocean bottom nodes data from analog fields.
The core analysis and time-lapse feasibility studies demonstrate the need to integrate field-based core measurements to predict time-lapse signal in deepwater reservoirs under complex overburden.|","time-lapse, rock physics, deepwater, case history, 4D"
"114","P-14-101","A Numerical Model for Pore Pressure Buildup in a Porous Seabed under the Action of Combined Waves and Current","Wang, Yi-Fa, Institute of Mechanics, Chinese Academy of Sciences| Gao, Fu-Ping, Institute of Mechanics, Chinese Academy of Sciences","|Abstract|A finite element model for the pore pressure responses under the action of combined waves and current is proposed and verified with the existing experimental data. In this numerical model, both transient and residual pore pressure responses are simulated simultaneously. The numerical results indicate that the transient pore pressure is dominant in the upper part of the seabed while the residual component prevails in the lower one. Parametric studies are conducted to investigate the effects of the current velocity, the wave steepness, and the soil permeability on the pore pressure responses. Imposing a following or opposing current upon waves has much effect on pore pressure distributions in the porous seabed.|","Residual pore pressure,  finite element modeling.,  liquefaction,  combined waves and current"
"115","P-14-087","2D Model for Wave-induced Pore Pressure Accumulation Around a Rubble Mound Breakwater over Sloping Seabed","Zhao, H-Y, Griffith University Gold Coast Campus| Jeng, D-S, Griffith University Gold Coast Campus","|Abstract|The evaluation of wave-induced excess pore pressure in the vicinity of marine structures is one of the key factors for coastal engineers involved in the design of foundation for the structures. Unlike previous models, the effect of outer shape of sloping seabed and breakwater on the wave field is considered in this study, as well as the pre- consolidation due to the effect of weight of breakwater on the stress field in seabed foundation. The phase-resolved absolute shear stress is considered as the source of pore pressure generation in the porous seabed model. Based on numerical results, we concluded that, the liquefaction zone develops first in front of and at the toe of the rubble- mound breakwater and then extends laterally and vertically to neighbouring zones. Under certain conditions, this two liquefied zone will be eventually linked together.|","VARANS equation, Sloping seabed,  poro-elastic,  pre-consolidation,  rubble mound breakwater,  phase-resolved shear stress,  residual liquefaction."
"116","P-14-082","Energy-based Model for Wave-induced Pore-pressure Buildup in Cohesionless Soil: Model Validations","Guo, Zhen, Zhejiang University| Jeng, Dong-sheng, Griffith University Gold Coast Campus| Liu, Shan, Tongji Vocational College of Science and Technology","|Abstract|This paper presented a procedure for the assessment of wave-induced pore-pressure generation based on the energy-based model. In the present model, the Hardin-Drnevich model was adopted to represent the non-linearity and hysteresis loop of stress-strain relationship of sandy seabed under cyclic wave actions. By calculating the work of the damping force, the energy dissipated per unit volume of soil is determined and then treated as the source term for the buildup of pore- pressure in the seabed. Compared with traditional stress-based model, the energy-based model is more suitable for the prediction of residual pore-pressure under irregular cyclic loadings. The reliability of the proposed model was finally verified through the comparisons with previous experimental results.|","residual,  excess pore-pressure, Oscillatory,  energy-based model.,  stress-based model,  damping,  cyclic loading"
"117","P-14-068","SPH Study on the Influence of Shear-rate Dependent Effects on the Flow Behaviour of Dry Granular Assemblies","He, Xuzhen, University of Cambridge| Liang, Dongfang, Shanghai Jiao Tong University","|Abstract
Phenomenally, the loose soil behaves like a ‘frictional material’ in most circumstance, so Mohr-coulomb type models are adopted in the modeling. However, these models generally do not consider the shear-rate dependent effect of the Mohr-Coulomb friction angle. This paper reports on an application of the incompressible Smooth Particle Hydrodynamic method to the dynamics of the dry granular assemblies. The traditional model with a constant friction angle is compared with the modified Mohr-Coulomb model with a shear-rate dependent friction angle, by comparing their predicted runout of dry granular columns.|","granular flows,  Mohr-Coulomb model,  Smoothed Particle Hydrodynamics, Landslides"
"118","2014-1679","Brittleness Evaluation of Resource Plays by Integrating Petrophysics and Seismic Analysis","Zhang, Bo, The University of Oklahoma| Gui, Shiguang, The University of Oklahoma| Li, Fangyu, The University of Oklahoma| Li, Pan, The University of Oklahoma| Marfurt, Kurt J., The University of Oklahoma","|Summary
The main considerations for well plan and hydraulic fracturing in the conventional plays include 1) the amount of total organic carbon (TOC) and 2) how much hydrocarbon can be extracted. Brittleness is the direct measurement of a formation about the ability to create avenues for hydrocarbons when suffering to hydraulic fracturing. Usually Brittleness is estimated from 1) laboratory stress-strain measurements 2) rock properties and 3) mineral contents analysis using well logs. However well log based brittleness only shows the properties near the borehole when the amount of wells or log type is limited, resulting a two dimensional result. In this paper, we proposed a workflow to estimate brittleness of shale plays in three dimension at seismic scale by integrating the rock properties from petrophysics and seismic analysis. The workflow begins by brittleness evaluation using well logs at the borehole location. Then we prestack invert the fidelity preserved seismic gather to generate rock property volumes. At last we integrate brittleness estimation from seismic and petrophysics analysis where the petrophysics result serves as the bench mark. We apply our workflow to a survey acquired over Fort Worth Basin, TX, USA where eight wells locate in this survey. The brittleness estimation from seismic analysis shows high correlation to that from petrophysics analysis at the seismic scale.|","attributes, shale gas, unconventional, rock physics"
