"","id_df","title_df","author_df","abstract","keywords"
"283","2015-566","Acidizing of Hollow Cylinder Chalk Specimens and its Impact on Rock Strength and Wormhole Network Structure","Walle, L. E., SINTEF Petroleum Research| Papamichos, E., SINTEF Petroleum Research","|Abstract
Acid stimulation of limestone and chalk reservoirs is a popular method to increase production. By flowing acid through hollow cylinder chalk specimens in the laboratory, we have created specimens with wormhole networks that have allowed us to study the impact of acidizing on rock strength in dedicated solids production tests. Comparing acidized samples with virgin reference samples reveal a reduction in the rock strength and earlier onset of borehole failure and solids production. The same effect is seen for both increasing depletion and increasing drawdown, but it is much more pronounced for the increasing drawdown case. Even though the rock strength is clearly reduced by the acidizing, there are no signs of wormhole collapse away from the near-borehole region. 
1. INTRODUCTION
Injection of acid into limestone or chalk reservoirs may be a cost effective way to stimulate oil production. The acidizing process results in the formation of wormholes that may act as flow channels and therefore increase the near wellbore permeability of the formation [1,2]. However, these wormholes may have unwanted side effects on formation integrity, especially for high depletion or drawdown, and these effects are not fully understood [3].
We have previously studied the mechanical stability of wormholes created by acidizing of 1.5"" chalk plugs by performing hydrostatic compaction tests, revealing that the wormholes collapse a few MPa below the onset of pore collapse, with a significantly larger pore-collapse pressure for oil-saturated samples as compared to saturation with brine [4]. In addition, the acidized samples showed a reduction in the pore-collapse pressure compared to intact plugs. |","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2015. American Rock Mechanics Association"
"284","2015-614","Variability of Mechanical Properties of Bimrock","Tien, Y. M., National Central University| Lu, Y. C., National Central University| Cheng, H. H., National Central University","|Abstract
This paper used PFC2D to simulate bimrock mechanical behaviors under uniaxial compressive tests and presents the means and variances of uniaxial compressive strength (UCS), Young’s modulus (E), and Poisson’s ratios (<U+03C5>) for various volume fractions and strain gauge lengths. The results show that UCS, E, and <U+03C5> increase as Vf increases, and simulated E and <U+03C5> were consistent with the differential scheme and Hashin-Shtrikman bounds. In quantifying the uncertainty of Young’s modulus and Poisson’s ratio measurements using a strain gauge, the measurement uncertainties initially increase and then decrease with increasing Vf; when Vf =0.3~0.4 (0 or 1), Young’s modulus and Poisson’s ratio reach a maximum (minimum) value. In addition, crack propagation was also observed and discussed in this paper. 
1. INTRODUCTION
Rock strength and its elastic modulus are important geotechnical engineering parameters. However, it is difficult to obtain completely mechanical behaviors if rocks belong to highly heterogeneous media, i.e., melange and fault breccia, which are considered as a type of bimrock, and defined as “a mixture of rocks, composed of geotechnically significant blocks within a bonded matrix of finer texture” [1]. Because bimrock has chaotic block dispersion, it is difficult to sample the representative specimen. In addition, its engineering characteristics and mechanical behaviors are more complicated than other geomaterials. Volume fraction (Vf) plays an important role in bimrock mechanical behaviors [2-6].
Bimrock spatial variability could cause uncertainties in physical and mechanical measurements. Medley [7] manufactured physical synthetic bimrocks to investigate the uncertainty of Vf estimation using the scanline method. Tien et al. [8-10] proposed analytical and numerical solutions for quantifying the uncertainty of Vf measurements using the scanline method and a sampling window. Kahraman and Alber [3, 11-12] tested various sizes of fault breccia with a uniaxial compressive test; the results show that the variability of fault breccia strength decreases with increasing size. |","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2015. American Rock Mechanics Association"
"285","2015-615","On the Tunnelling in Weak Slate Formations in Taiwan","Shou, K. J., National Chung-Hsing University| Lee, C. L., Taiwan Power Company","|Abstract
In the Wanta-Sunglin hydropower project of Taiwan Power Company, a 5,947m-long tunnel passing through metamorphic slate formations was constructed by NATM method. Before the breakthrough of this tunnel in 2011, due to the variation of geological conditions, the excavation was blocked by shear zones with squeezing and creeping effects, until remedial measures and supporting adjustment were applied. Beside the difficult geological conditions, part of the alignment of this tunnel underpasses the Chuoshui River, which makes the support design even more challenging. This paper summaries the support designs, the tunnel deformation instrumentation, and the feedback analysis. In addition, the treatment and reinforced adjustment for the sections of river underpassing and shear zones were also illustrated and discussed. The experiences learned from this project can contribute to the other newly-built or rehabilitation hydropower projects in a similar situation.
1. INTRODUCTION
In order to more efficiently obtain the hydropower from the Wushe Reservoir, which is situated at the upstream of Chuo-Shuei River, Taiwan Power Company planned and constructed the Wanta-Sunglin hydropower project. It comprises the extension of Wanta hydropower plant and the newly built Sunglin hydropower plant. In the former Wanta extension project, a new intake shaft was built with a new tunnel passage to the power plant. And a long tunnel from the new Sunglin Weir to a new underground plant were built in the latter Sunglin project. The total length of tunnels built in the Wanta- Sunglin project is 5947m, see Figure 1. For the objectives, this hydropower project can generate green electrical power 0.125 billion KWH per year. In contrast with hydrocarbon generated power, this project can reduce the emission of CO2 by 67000 tons per year. In addition, as part of the hydropower system, it can improve the operation of the water reservoirs, in which the water for irrigation and utility usages can be more flexibly supplied.|","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2015. American Rock Mechanics Association"
"286","2015-612","Development of Experimental Apparatus for Real-time Observation of Hydraulic Fracture in Unconsolidated Sands by X-ray CT Method","Ito, T., Tohoku University| Nagano, Y., Technology and Research Center, Japan Oil, Gas and Metals National Corporation","|Abstract
In order to clarify the characteristics of hydraulic fracture in unconsolidated sands, we have been developing laboratory experimental apparatus to observe the hydraulic fracture behavior by the X-ray CT method. The apparatus should be designed satisfying conditions such as (i) specimens have a size to be sufficiently large for the fracture growth, i.e. more than few hundreds mm, (ii) the inside of such a large specimen is visualized within a time interval to be sufficiently short compared with a time period of few hundreds seconds required for fracture initiation and growth, and (iii) the specimen is subjected to tri-axial compression for simulating subsurface conditions. Considering those requirements, we developed several types of experimental apparatus, and finally succeeded to develop an apparatus which allows us to obtain within an interval of few seconds a CT image of a longitudinal slice of the fracture along the growing direction. The results clearly show characteristic behaviors of hydraulic fracture. For example, the fracturing fluid reached the fracture tip and invaded farther into the rock matrix; therefore, a non-wetted zone did not develop at the fracture tip, in contrast to that observed in hard rocks. 
1. INTRODUCTION|In recent petroleum engineering, hydraulic fracturing techniques are applied not only to brittle formations but also to unconsolidated one for enhancement of production. The unconsolidated sands have properties of rather higher permeability more than 10 mD and fairly weaker bond between particles compared with hard rocks. For those reasons, fracturing behavior in unconsolidated sands is not suitably represented by existing models for brittle, linear-elastic rocks. Thus we have been trying to clarify the fundamental mechanism of hydraulic fracturing in unconsolidated formations by laboratory experiments [1-4] and numerical simulations based on the Discrete Element Method [5, 6]. As one of those studies, we have been developing laboratory experimental apparatus to observe the hydraulic fracture behavior by the X-ray CT method. In this study, big improvements have been made recently, and it allows to have CT images of a longitudinal slice of hydraulically induced fracture along the growing direction within an interval of few seconds. This paper will summarize new findings obtained by using the apparatus. |","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2015. American Rock Mechanics Association"
"287","2015-613","Numerical Simulation of the Shear Behaviors of Rock Joints under the Direct Shear Test","Tien, Y. M., National Central University| Lu, Y. C., National Central University| Hsu, K. S., National Central University","|Abstract
This paper employs the Particle Flow Code in 2 dimensions (PFC2D) to simulate the shear behaviors of rock joints under direct shear tests. A series of rock joints and regular joints with various saw-tooth angles are investigated. The shear resistance - shear displacement relationship, shear strength parameters, crack propagation, and failure modes are observed and investigated. Based on the numerical simulation results and application of the regular joint models, the simulation results compared well with the shear strength models of Patton [3] and Zhang [4] for higher and lower normal stresses but only compared well with the model of Zhang [4] for critical normal stresses. For observation of crack propagation, the initial micro-cracks appeared near the saw-tooth interfaces at 60% ~ 70% of the peak stress state before the peak. Soon, micro-cracks began to propagate into a macro-crack until the stress state reached the peak. The simulated failure modes are compare well with Zhang [4]. This paper further established the chart of the distribution of failure modes based on the saw-tooth angle and the normal stress conditions 
1. INTRODUCTION
Rocks usually accompany inherent discontinuities, including joints, cleavage, and foliation, which were occasioned by tectonic stresses and pressure release. For engineering activities of tunnel excavation and slope stability, a rock joint is one of key components that could lead to tunnel collapse or slope failures during construction. Several factors could influence the mechanical behaviors of a rock joint, i.e., roughness, persistence, wall strength, aperture, and spacing, of which roughness is one of the most important factors for rock sliding.
The natural rock joint geometry never follows a specific regular pattern. Hence, most of the shear strength criteria of a rock joint have been developed by empirical analysis [1-2]. Several scholars simplified the rock joint geometry as a saw-tooth shape and established analytical solutions by observing the results of experimental tests [3-4]. Although shear strength criteria can be developed by experimental tests, the sliding failure process is still difficult to observe. Numerical simulation is one of approaches that can help to understand the failure mechanism, and the use of the discrete element method (DEM) is a magnificent demonstration of this capability [5-13]. To understand the relationship between the joint failure process and its shear strength, a fundamental investigation is required (a simplified joint geometry (saw-tooth), a basic sliding test (direct shear test, DST), and a 2 dimensional numerical analysis were considered). Hence, this paper used the Particle Flow Code in 2 dimensions (PFC2D, a DEM program) to simulate the mechanical behaviors of saw-tooth rock joints under the direct shear test. The shear resistance - shear displacement relation, the shear strength parameters, the crack propagation, and the failure modes will be discussed in this paper. |","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2015. American Rock Mechanics Association"
"288","2015-618","Long-term compaction behavior of Permian sandstones - An investigation into the mechanisms of subsidence in the Dutch Wadden Sea","Hol, S., Shell Global Solutions International B.V.| Mossop, A. P., Nederlandse Aardolie Maatschappij B.V.| van der Linden, A. J., Shell Global Solutions International B.V.| Zuiderwijk, P. M. M., Shell Global Solutions International B.V.| Makurat, A. H., Shell Global Solutions International B.V.","|Abstract|In this contribution, we report on the effect of production-induced reservoir compaction, using core material from a Permian sandstone reservoir located at the Dutch Wadden Sea coastline, at a depth of ~~3700 m TVDMSL. To assess the nature of the compaction mechanisms that operate in these reservoirs, and hence better constrain predictions of subsidence rate and magnitude, we have carried out more than 30 long-term pore pressure depletion tests on sub-samples taken from the extracted core material. Our laboratory data show that pressure depletion results in total strain of 5·10-3 -15·10-3 over the duration of the experiment of 5-12 weeks, with approximately 80% of the total strain response being rapid, and 20% time-dependent. The response is dependent on porosity and stress state, but seems rather insensitive to temperature, and pore fluid composition. Our work shows that while volumetric compaction of the sandstone reservoirs could be responsible for the magnitude of the subsidence observed in the Wadden area, it cannot directly explain the observed temporal relationship between subsidence and reservoir pressure decline, or at least not without some rescaling factor. Instead, other mechanisms such as salt flow or water-leg compaction should also be considered. 
1. INTRODUCTION|Though depletion-induced reservoir compaction is a well-known phenomenon in the hydrocarbon industry, the mechanisms that operate, and the coupling between pressure decline and material response may strongly vary as a function of reservoir depth, composition, basin and production history, and material properties. Pressure solution creep, grain cracking, pore collapse, and shear failure are a number of possible operating mechanisms responsible for accommodating stress changes in the reservoir. In addition to these, upscaling of the response must be achieved in the lateral and stratigraphic directions, to arrive at a bulk description of the strain response, to serve as a means for bounding surface subsidence. Aside from the spatial component, also the temporal aspects must be addressed. In this paper, we report an experimental program that aims at improving our understanding of the magnitudes, and rates, of reservoir compaction related to gas production from Dutch Wadden Sea fields. We specifically report a series of triaxial strength, and long-duration uniaxial-strain pore pressure depletion (UPPD) tests, that enable us to assess the constitutive response of the Permian reservoir rock to production. |","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2015. American Rock Mechanics Association"
"289","2015-619","Dimensioning Principles in Potash and Salt Mining to Achieve Stability and Integrity","Minkley, W., IfG – Institut fur Gebirgsmechanik| Muhlbauer, J., IfG – Institut fur Gebirgsmechanik| Ludeling, C., IfG – Institut fur Gebirgsmechanik","|Abstract
The paper describes the principal geomechanical approaches to ensuring stability and integrity in mining salt deposits. The various dimensioning methods usually applied are subjected to a comparative analysis. Geomechanical discontinuum models are identified as essential physical models for examining how the collapse of working fields in potash mining areas can occur. A visco-elasto-plastic material model with strain softening, dilatancy and creep is used to describe the time-dependent softening behaviour of the salt pillars. The pillar stability critically depends on the shear conditions of the bedding planes to the overlying and underlying beds. Therefore, a shear model is introduced, describing interface properties, i.e. velocity-dependent adhesive friction with shear displacement-dependent softening for the bedding planes and discontinuities in the contact zone of the pillars with the surrounding salt rocks. As an outcome, the fundamental mechanical and hydraulic conditions that lead to an integrity loss of saliferous barriers are derived. Several examples of worldwide events of flooded salt mines are back-analysed with coupled hydro-mechanical calculations, demonstrating the prominent role of fluid-pressure-driven generation of hydraulic flow paths as a failure mechanism of saliferous barriers.
1. INTRODUCTION
For a long time, the dimensioning of underground openings in salt rocks was primarily based on mining experience. Only in the last century, analytical and numerical calculation methods of geomechanics have been increasingly used. This was not least due to some catastrophic collapses of mining fields (rock bursts) with a strong mining-induced energy release [1], and the loss of potash and rock salt mines by flooding. Both practical experience and geomechanical calculations are essential for an economical and sustainable salt extraction at high recovery rates and complement each other.
The fundamental requirements of safe dimensioning for potash or rock salt mining are the guarantee of stability of the mining system integrity and protection of the hydraulic protection layers or geological barriers.
For the collapse of mining fields insufficient pillar dimensioning and the brittle fracture behaviour of the mined rock salt played a particularly crucial role [2]. The tendency of brittle fracture decreases from carnallitite, hard salt, trona, sylvinite to rock salt. Therefore, rock bursts occurred primarily in potash mines where carnallitite was mined. In sylvinite and rock salt mines few rock bursts are known worldwide, only if extremely high recovery rate and, accordingly, very slender pillars were realised. The analysis of in situ collapses provides a basis to check dimensioning approaches and to derive empirical relationships for the necessary ratio of pillar width to pillar height (slenderness ratio), which is required ensure the viability and stability of pillars in salt rocks. |","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2015. American Rock Mechanics Association"
"290","2015-616","Evaluating Foundation-Structure Behavior Using a Jointed Material Model","Kovacich, J. R., MWH| Barrie, R. E., MWH| Yang, L., Langan Engineering","|Abstract
Numerical modeling is a standard tool employed on civil engineering projects to simulate complex foundation structure interaction problems, particularly those involving strong seismicity. A key to a representative model is incorporating detailed knowledge of the geologic conditions and an understanding of potential failure modes. During excavation of the stilling basin at the Neelum Jhelum Hydroelectric Project in Pakistan a rock slide undermined the sedimentation basin foundation halting work in the area. A redesigned slope allowed construction to resume. Most important, the post-slide evaluation identified a potential failure mode that had not previously been considered that had the potential to undermine the global stability of the foundation and structures. The ensuing finite element analyses employed jointed material properties to simulate weak discontinuities in the foundation. Sensitivity analyses along with concurrent detailed mapping and monitoring during construction of the new redesigned slope provide greater confidence that global stability is satisfied for this potential failure mode.
1. INTRODUCTION
The Neelum Jhelum Hydroelectric Project (NJHP), located near Muzaffarabad in the state of Azad Jammu and Kashmir in northeastern Pakistan, is being developed by the Water & Power Development Authority (WAPDA) of Pakistan. The project, shown on Fig. 1, utilizes a gross hydraulic head of about 430 m by diverting water from the Neelum River with a dam and intake works at Nauseri to the lower branch of the Jhelum River through a 32-kmlong tunnel system and underground powerhouse complex. The installed generating capacity of the project is 968 MW.
The project is divided into three construction lots: Lot C2 includes the headrace tunnel; Lot C3 covers the surge shaft, penstocks, powerhouse complex, and tailrace tunnel; and Lot C1, which is the area of focus in this paper, includes the headworks and the initial segment of the headrace tunnel. Lot C1, shown on Fig. 2, includes a central 56-m high concrete gravity dam with a concrete debris channel and rockfill dam section forming the right abutment. A gated spillway leads to a 100-m-long by 32- m-high stilling basin between El. 986 m and its foundation near El. 954 m. The dam diverts water through the intake structure and a 300-m-long by 76-m-wide sedimentation basin. The sedimentation basin is located immediately west of the stilling basin and is founded at El. 986 m with walls that extend to El. 1019 m. After flowing through the sedimentation basin, the water is routed to the headrace tunnel.|","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2015. American Rock Mechanics Association"
"291","2015-623","Relationship between Compressive Strength and Index Properties of Rock","Panda, B. B., Amec Foster Wheeler| Annavarapu, S., Amec FosterWheeler","|Abstract
The uniaxial compressive strength data is used in the mine design to develop input parameters for rock mass classification. The purpose of this study is to develop a correlation between the compressive strength and other index tests for various rock units for a proposed mine. The various index tests were performed to develop the compressive strength value to be used in the design of the mine during prefeasibility-level study. The point load tests (PLT), Schmidt Hammer tests (SHT) and density tests were also performed along with uniaxial compressive strength tests (UCS) in order to develop a correlation among the compressive strength and index tests. About 700 point load tests, 155 Schimdt Hammer tests and 70 uniaxial compressive strength tests for rock cores retrieved from the investigation site were performed. The SHT and density tests were performed for all rock cores that were tested for UCS. It was not possible to test the PLT and UCS using the same rock core sample. The PLT tests were performed using both diametral and axial test methods. The point load test data was broadly classified into two categories based on the failure surface. The intact failure strength represented the failure plane through intact rock while structural failure strength represented failure through preexisting bedding, fracture or joint plane.|The rock groups at the site was broadly classified into three (3) rock group category (A-Limestone, B-Weak rocks and C-Breccia) based on point load strength. Only intact failure point load strength data was used to find the relation between PLT and UCS. The point load strength for Breccias was the highest while the same for Weak rocks was the lowest. The mean PLT Is (50) values for three major rock categories Limestone, Weak Rocks and Breccias was 521 psi (pounds per square inch), 232 psi and 1334 psi respectively. The mean rebound number values for three major rock categories Limestone, Weak Rocks and Breccias was 58, 50 and 60 respectively. The relationship between PLT and UCS was established by comparing the mean strength value for each rock group. There is a good relationship found between compressive strength and point load index for Limestone rock group. The ratio of mean UCS to mean PLT for this rock group is 24. This ratio has been presented in the literature for many rock groups. On the other hand the UCS/PLT ratio was found to be 16 for Weak rock and 10 for Breccias. The point load strength from dimetral tests was found to be lower than axial tests. A good relationship is also found between density and UCS. This relationship is nonlinear and is better represented for Breccias. The relation between hammer test and UCS is found to be nonlinear for all rock groups. The correlation between UCS and SHT was not very good.|","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2015. American Rock Mechanics Association"
"292","2015-624","The use of Multistage Hydraulic Fracture Data to Identify Stress Shadow Effects","Skomorowski, N., University of Waterloo| Dussealut, M. B., University of Waterloo| Gracie, R., University of Waterloo","|Abstract
Geomechanical modelling of stress changes during multi-stage hydraulic fracturing (MSHF) can help optimize the design of hydrocarbon extraction operations in unconventional low permeability low porosity reservoirs. Stress changes which occur during a single stage of MSHF have been known to affect subsequent fracturing stages. If an understanding and modeling capability of the effects of induced stress changes can be achieved, optimization of hydraulic fracture operations becomes feasible. Given uncertainty and limited monitoring data, calibration and history matching with reservoir models are used to help design MSHF operations. Data from “similar” wells to those that will be later encountered are used to create a semi-empirical “model” that may have predictive value in design, but because the basis in physics of such models is weak, their predictive capabilities rapidly disappear if conditions are significantly different from those used to develop the empirical calibration factors.|This paper will examine the stress shadow effects during MSHF in unconventional reservoirs and the possibility of fracture spacing optimization. The study aims to examine previous stress shadow models to identify the most commonly agreed upon effects of stress shadowing, as well as any noted differences in stress changes during different completion methods. Field data is then examined to identify any of these effects, including but not limited to, increase in instantaneous shut in pressure which may indicate an increase in minimum horizontal stress, and fluctuations in treatment pressure which could show stress changes during the fracture propagation.|Both a complex mathematical model and a simple two dimensional model are introduced which will be used to compare efficiency and results in future studies. Recommendations are made concerning simplifying assumptions when it comes to MSHF and reservoir modelling in tight formations.
1. INTRODUCTION 
Massive multistage hydraulic fracturing in low permeability formations using horizontal wells has become one of the most commonly used method to extract natural gas in Canada. The use of horizontal wells has improved the efficiency of resource extraction by increasing the numbering of hydraulic fracture stages within a single well along several hundred meters of a producing formation.|","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2015. American Rock Mechanics Association"
"293","2015-626","Mapping Permeability Tensors in Fractured Geothermal Reservoirs Using MEQ Data","Fang, Y., The Pennsylvania State University| Elsworth, D, The Pennsylvania State University| Cladouhos, T.T., AltaRock Energy Inc.","|Abstract
In the stimulation of fractured geothermal reservoirs, injection wellhead pressure, flow rate and microearthquake (MEQ) data are crucial feedbacks recorded in order to characterize the evolution of subsurface fluid flow. However, one of the hurdles to successful EGS development and operation is the lack of reliable evaluation for the initial and evolving hydraulic properties of the fractured reservoir. Specific spatial conditions (e.g., location and direction) of fracture permeability in the field are vital in defining reservoir response during stimulation and then production. To constrain the evolving permeability, we propose a model that maps the in-situ permeability based onto the Oda crack tensor using the moment magnitude of individual MEQs, assuming that the induced seismicity is controlled by the Mohr-Coulomb shear criterion. The MEQ catalog of locations, fault plane solutions, and moment magnitudes are used to estimate fracture apertures of individual events/fractures that are a dynamic function of in-situ stress, fluid pressure, shear displacement and fracture size. The corresponding in-situ 2D permeability tensors are computed and mapped at various scales within the reservoir. Results suggest that the permeability magnitude largely depends on MEQ moment magnitude and fracture frictional properties while permeability direction is dominantly controlled by fracture orientation. However, uncertainty remains within the results, which need improvements in constraint from laboratory and in-situ fracture characterization, the quality of seismic monitoring and reliability of appropriate assumptions.
1. INTRODUCTION 
Enhanced Geothermal Systems (EGS) are engineered reservoirs created to recover the geothermal resource from high temperature but low permeability rock formations. In general, the creation and operation of an EGS project comprises two phases. In the first phase, the reservoir is stimulated to generate sufficient permeability through hydroshearing of pre-existing fractures in the reservoir [1]. During stimulation, elevated fluid pressures induce microearthquakes (MEQs) by decreasing the effective normal stresses on the fracture planes. As microseismic events provide valuable feedback to the stimulation, microseismic monitoring is one of the most effective ways to characterize the underlying active processes and the evolution of permeability in the reservoir. This is accomplished through the use of moment tensors derived for the events [2]. Moment tensors, in turn, may be mathematically interpreted to estimate the geometry of the fracture zone, the orientation of fracture planes and the dynamics of fracture development. In the second phase, a production well is subsequently planned and optimally accommodated according to the monitored spatial distribution of MEQs in order to maximize thermal production. Although there is wide agreement that microseismicity may signal the enhancement of permeability in EGS reservoirs (Figure 1(a)) and it has become a method to optimally locate a production well, the quantification of the assumed enhancement and the physical connections between MEQ data and spatial permeability distribution and evolution are not well constrained.|","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2015. American Rock Mechanics Association"
"294","2015-629","Recent Tests and Large Excavations in Underground Research Laboratories and Facilities","Wang, Joseph S. Y., Lawrence Berkeley National Laboratory","|Abstract
Since the formation of the International Society for Rock Mechanics (ISRM) Commission on Underground Research Laboratory (URL) Networking in 2011, we have attended and organized URL-related meetings. During 2013 -2014, the gatherings of Commissioners include the 3rd SINOROCK, 47th ARMA symposium, 13th TAUP (Topics in Astroparticle and Underground Physics) conference, 2013 AGU annual fall meeting, 2013 EUROCK symposium, 4thiDUST (inter-Disciplinary Underground Science and Technology) conference, and the 8th ARMS (Asia Rock Mechanics Symposium). The 2015 planned activities include the 4th URL Workshop associated with the 13th ISRM Congress. Recent progress in planned heater tests in radioactive waste URLs, designs of large excavations in deep physics facilities, and other underground studies are reviewed in this article. Rock mechanics findings and multi-disciplinary studies are among topics of interest to the ISRM Commission. Heater tests for better understanding of the coupled thermal-hydro-mechanical-chemical processes are of interest to radioactive repository assessments and for other thermal storage and geothermal production projects. Large excavations in physics laboratories are driven by the needs associated with designing and housing next generation of experiments to detect rare events. Some existing physics laboratories are interested to use available spaces for geo-sciences studies, including microbiological research for deep life. We review the progress in these topics and welcome inputs on case histories and planned developments in URLs. The inputs from the geo-engineering and rock mechanics communities are essential for our continuing efforts of the ISRM URL Networking Commission..
1. INTRODUCTION 
An Underground Research Laboratory (URL) Workshop was held on September 11, 2011, in Beijing, China, in association with the 12th International Society for Rock Mechanics (ISRM) Congress. This was the 3rd URL Workshop, and it follows the 1st URL Workshop on 2003 in Johannesburg [1] and the 2nd URL Workshop on 2007 in Lisbon. This 3rd URL Workshop had 22 lectures in 5 sessions. The ISRM URL Networking Commission was formed after this URL Workshop. In this paper, we reviewed primarily presentations in meetings after the 3rd URL Workshop. An early literature review was presented at the 2010 ARMS in New Delhi [2] of URL activities before the 3rd URL Workshop. An overview of the 3rd URL Workshop lectures and other subsequent meeting sessions in following years are presented in 2015 in the 13th ISRM Congress [3]. Underground studies have been conducted primarily either to evaluate the capacities of different formations to isolate wastes or to explore resources at depths. Many researches are conducted in sites for radioactive waste assessments to project over geological time scales, for physics detectors for rare event detections, for multi-disciplinary collaborations, and for energy resources productions and for environmental isolations. For the ISRM URL Networking Commission, we use the term URL for any facility dedicated to all these research activities. We focus on recent advances in understanding various processes conducted in URLs. The ISRM URL Networking Commission dedicates to evaluate these studies in various workshops and meetings, including the series of Asian Rock Mechanics Symposia (ARMS), EUROCK annual meetings, regional ISRM-sponsored symposia, American Geophysical Union (AGU) meetings, American Physical Society (APS) meetings, and other topical meetings organized after 2011. We focus on recent advances in understanding various processes conducted in URLs, and on known plans and designs for expansions.|","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2015. American Rock Mechanics Association"
"295","2015-610","Attenuation of Seismic Waves in Brine-Saturated Hawkesbury Sandstone: An Experimental Study","Rathnaweera, T. D., Monash University| Ranjith, P. G., Monash University| Perera, M. S. A., Monash University","|Abstract
The attenuation characteristics of compressional (P) and shear (S) waves in dry water, and varyingly saturated brine (10, 20 and 30% NaCl by weight) saturated Hawkesbury sandstone samples were measured in the laboratory within the ultrasonic frequency range of 0.1-1.5MHz. The results were analyzed using the pulse transmission technique and spectral ratios were used to calculate the attenuation coefficient and quality factor (Q). The values were calculated relative to a reference sample of aluminium with negligible attenuation, and the effect of salinity on the attenuation characteristics of sandstone was evaluated. Velocity dispersion was observed for both P and S waves for all the tested conditions. It is observed that the attenuation coefficient is frequency-dependent, and the attenuation coefficient of the tested sandstone is linearly proportional to frequency for both P and S waves. Interestingly, with respect to dry value, the attenuation coefficient increases with the fluid saturation (both water and brine). Moreover, the calculated Q values reveal that the values are highly dependent on saturation condition, and reduce with saturation. Varyingly saturated brine (10, 20 and 30% of NaCl) was then used to simulate the brine saturation effect. According to the results, although the sample saturated with 10% NaCl had similar attenuation characteristics to the water-saturated sample, 20 and 30% NaCl saturated samples displayed considerable variations in attenuation coefficient and quality factor, where the attenuation coefficient decreases with increasing salinity level of the pore fluid and consequently, the quality factor of the rock formation is also increased. 
1. INTRODUCTION
Carbon capture and storage (CCS) in geological reservoirs is one of the best ways to reduce anthropogenic CO2 emission into the atmosphere. It is now well accepted that CO2 geo-sequestration in deep saline aquifers can accommodate large amounts of captured anthropogenic CO2 compared to other geological reservoirs [1, 2] such as depleted oil/gas and coal formations. Generally, the most preferable saline aquifers are of sandstone and most are highly saline [3]. During long-term injection in CO2 sequestration, the reservoir undergoes different mineralogical reactions, including the dissolution and precipitation of rock minerals, which in turn alter the hydro-mechanical properties of the formation. Therefore, it is essential to evaluate the possible changes in the hydro-mechanical properties of undisturbed formations before initiating the injection process. |","Document Type
                        Conference Paper
                        Language
                        English
                        Copyright
                        2015. American Rock Mechanics Association"
