"","id_df","title_df","author_df","abstract","keywords"
"25","EUROCK-2017-050","An Assessment of the Post-Peak Strain Behavior of Laboratory Intact Rock Specimens Based on Different Dilation Models","Perez-Rey, I., University of Vigo| Alejano, L. R., University of Vigo| Alonso, E., University of Vigo| Arzua, J., Universidad Catolica del Norte| Araujo, M., University of Vigo","|Abstract
The complete stress-strain response of a number of intact rocks —including igneous, metamorphic and sedimentary ones— has been studied based on more than 300 compressive uniaxial and triaxial strength tests. Obtained results have been typically interpreted to register peak and residual strength as well as other post-peak parameters. Particular attention was given to the study of dilatancy. Dilation angle of these intact rocks was fitted to two pioneering but still recent dilatancy models (Alejano & Alonso 2005; Zhao & Cai 2010), having the feature of being plastic-shear-strain and confinement-stress dependent. The aim of this paper is to identify various dilation trends according to the type of rock tested and to check the ability of the models to accommodate actual results. This can be the base to further extend these models to the rock mass scale. To do that, the dilation angle database produced in our laboratory and some results from other tests taken from literature have been compiled in order to explain the main behavioral trends of this parameter according to the addressed models. These approaches are intended to insight rock behavior models emphasizing the post-failure stage as well as to contribute to more realistic but still practical dilatancy models.
1. Introduction
For several years, the stability assessment of rock engineering projects was mainly based on avoiding failure, hence the elastic and peak mechanical behavior of rocks have been extensively studied since they may represent, a priori, the most determining features to control stability.
Nevertheless, the post-peak behavior of rocks and rock masses plays a relevant role in important fields of rock engineering where failure take place. For instance mining caving methods, petroleum engineering or the estimate of plastic zones around underground excavation largely depend on post failure behavior. It is therefore interesting to have available improved post-failure behavior models to be able to study these phenomena both analytically and numerically, as highlighted by various authors [1, 2].|","post-peak, strain-softening, strain-softening, strain, strain, strain,  dilation angle, post-peak, strain-softening,  dilation angle,  dilation angle, post-peak"
"26","EUROCK-2017-052","Hydraulic Fracture Propagation under Varying In-Situ Stress Conditions of Reservoirs","Wasantha, P. L. P., Geotechnical Institute, TU Bergakademie Freiberg| Konietzky, H., Geotechnical Institute, TU Bergakademie Freiberg","|Abstract
In-situ stress state in deep reservoirs is highly variable due to many factors and it markedly influence the propagation behavior of hydraulic fractures. The direction and extent of hydraulic fracture propagation are predominantly controlled by the in-situ stress state of reservoirs. We conducted distinct element method-based numerical simulations to explore the behavior of hydraulic fracture propagation and containment under varying in-situ stress conditions and fluid injection rates. The results revealed that even a small contrast of minor principal stress between pay-zone and adjacent bounding zones can cause a significant hydraulic fracture containment. Simulations performed under different injection rates showed that the hydraulic fracture containment is also influenced by the injection rate and higher injection rates tend to increase the hydraulic fracture penetration into the adjacent bounding zones. Overall, the results of the present study generally suggest that the fracture propagation during hydraulic fracturing is not an unconstrained event as one would imagine and natural barriers such as varying in-situ stresses, which are common in deep reservoirs, often limit fracture propagation to a certain finite extent. In addition, operational conditions such as fluid injection rate can be selected appropriately to control the hydraulic fracture propagation into unproductive bounding strata.
1. Introduction
Hydraulic fracturing is used to enhance oil and gas recovery from unconventional reservoirs since few decades ago. The same technique is also used in applications such as geothermal energy extraction, CO2 geo-sequestration and management of high stresses encountered with deep mining [1]. The direction and extent of hydraulic fracture propagation play important roles in the economics of oil and gas production projects. Therefore, a thorough understanding of the geometrical nature of hydraulic fracture propagation under reservoir conditions is imperative for successful hydraulic stimulation designs.
In-situ stress field in deep reservoirs is highly variable in nature. This cannot be explained by the effects of gravity and topography alone, for which the role of tectonic stresses is undeniable [2]. The state of the in-situ stress is one of the primary factors to be considered in design and implementation of hydraulic fracturing treatments [3, 4, 5]. Two fracture propagation models have been widely used for hydraulic stimulation designs of oil and gas reservoirs - (1) KGD model [6, 7] and (2) PKN model [8, 9]. Each model was developed based on different simplified assumptions and with certain limitations meaning that the user should carefully apply them with a sound understanding of these stipulated conditions. PKN model assumes an elliptical fracture cross section in the vertical plane and the formation stiffness is concentrated in the vertical planes perpendicular to the direction of fracture propagation while KGD model assumes a rectangular cross section in the vertical plane and the stiffness of the formation is concentrated in the horizontal plane [10]. The numerical simulation program of this study is compatible with the assumptions of the KGD model and thus further discussions are only limited to the KGD model. As Meyer [11] states, for a hydraulic fracture with unit height, the fracture length (lt) and aperture width at the wellbore (wt) can be expressed as shown in Equations 1 and 2, respectively, assuming zero leak-off into the formation (see Figure 1).|","hydraulic fracturing,  numerical modelling,  in-situ stress,  in-situ stress,  numerical modelling,  numerical modelling,  in-situ stress, hydraulic fracturing, hydraulic fracturing"
"27","EUROCK-2017-054","Changes of Physical Properties of Silesian Granite Due to Heat Loading","Kozusnikova, Alena, Institute of Geonics of the Czech Academy of Sciences, Institute of Clean Technologies for Mining and Utilization of Raw Materials for Energy Use| Konecny, Pavel, Institute of Geonics of the Czech Academy of Sciences, VSB-Technical University of Ostrava| Plevova, Eva, Institute of Geonics of the Czech Academy of Sciences, Institute of Clean Technologies for Mining and Utilization of Raw Materials for Energy Use| Kralova, Lucie, Institute of Geonics of the Czech Academy of Sciences","|Abstract |Temperature affects both the physical and structural properties of rocks and there may even cause chemical changes of minerals. Rocks are more or less inhomogeneous material, so that during testing the same rock samples taken from one location the measured values of physical properties can vary on large scattering between test specimens. To eliminate the influence of inhomogeneity of rock, we analyzed the effect of heat loading (up to 700° C) on the same specimens. For this reason we have used in our research particularly non-destructive testing methods – determination of bulk density, measuring of longitudinal ultrasonic wave propagation velocity, thermal conductivity and volumetric heat capacity. Besides the physical characteristics determined in the same specimen before and after tempering gas permeability and thermal expansion untempered and tempered test specimens was determined. Hg porosity and total porosity of untempered and tempered specimens were found, too. As model material was chosen so-called Silesian granite from Novy lom quarry (Zulova pluton, Czech Republic), which has been previously tested, and over macroscopically homogeneous character the variances in the measured parameters were found. Hg and total porosity and gas permeability increase with increasing temperature. The bulk density, the ultrasonic wave propagation velocity and thermal conductivity decrease with increasing temperature. The most sensitive parameters are ultrasonic wave velocity, thermal conductivity and permeability. |1. Introduction |A lot of experts [1–8] studied the effect of thermal loading on the rocks. Temperature affects the porosity, microcracking, ultrasonic wave velocities, thermal conductivity, strength and permeability of rocks and there cause rock expansion and even chemical changes. |Rock is usually more or less inhomogeneous material. To eliminate the influence of inhomogeneity of rocks, we analyzed the effect of heat stress on the same specimens. We have used in our research particularly non-destructive methods - determination of bulk density, measuring the longitudinal ultrasonic waves velocity, thermal conductivity and volumetric heat capacity.|","granite,  physical properties,  temperature,  physical properties, granite, granite,  temperature,  temperature,  physical properties"
"28","EUROCK-2017-046","Geotechnical Risk Management Concept for Intelligent Deep Mines","Mishra, R. K., Aalto University| Janiszewski, M., Aalto University| Uotinen, L. K. T., Aalto University| Szydlowska, M., Aalto University| Siren, T., Aalto University| Rinne, M., Aalto University","|Abstract
Deep mining, driven by the increasing need of the sustainable use of mineral resources, yields a chance to exploit untapped resources. Nevertheless, large depths remain challenging and complex environment, posing geotechnical risks such as stress driven damage. The violent damage mechanisms in deep mines are spalling and strainburst in their most severe forms. Real-time monitoring can not only assist in preventing a failure, but can also assist in post failure mitigations. It can help identify the possible systemic failure of adjacent areas and can therefore help in evacuating people and machinery from these areas. The long-term goal is to develop a real-time risk management concept for intelligent deep mines. The objective of this paper is to summarize the outcomes of I2Mine and DynaMine, formulate a risk concept suitable for real-time analysis and to produce a tangible measure of the risk levels. In this paper the Fault Tree - Event Tree methodology is proposed and an example is worked out using strainburst as an example risk case. The proposed methodology seems to work well and using a scenario with both property damage and ore loss, the risk expressed as financial consequences multiplied with probability drops from ˆ 88,000 to ˆ 11,000 corresponding to a – 80 % reduction in risk. The financial consequences together with the associated risk level can be expressed visually using a modified FN graph with financial loss on x-axis and probability on the y-axis. The developed geotechnical risk management concept suits the need of semi-automated or fully automated risk management. It would fit well in the analysis stage of the raw data and would produce a stress state change, which could be used as input in the risk management chain for intelligent deep mines.
1. Introduction
The mineral resources are limited and mines are slowly expanding to tap into deeper deposits. With the increase of depth the transport costs and rock support costs increase. Massive extraction induces stresses and triggers seismic events. Failures in high stress conditions can have violent nature that aggravates mining conditions, threatens the mine stability and increases working hazards. The violent damage mechanisms in deep mines are rock spalling and strainburst in their most severe forms [1, 2]. Strainbursts are considered the most common rockburst type in deep underground excavations [3]. Typical indicators for high probability of strainburst are: increased depth of mining, contrasting rock types (e.g. hard and brittle rocks vs. weak and yielding), drill hole behaviour, geological factors (e.g. faults, fractures), the increase of rock noise, large excavations, sudden change in cross-section area, and the increase in microseismicity [4]. The severity of the failure depends on the ratio of far-field maximum stress (<U+03C3>1) and the short-term unconfined compressive strength of the rock (<U+03C3>c) [1]. Less violent and energetic spalling can start to occur when <U+03C3>1/<U+03C3>c > 0.2 [1]. In mining conditions, it might be hard to recognize the difference between progressive spalling failure and violent strainburst as both cause a clear notch in a tunnel perimeter and can induce seismic event that can be recorded only if a mine is equipped with a microseismic network. Risk management tools and guidelines are essential to maintain safe and economically feasible extraction in the harsh underground environment, but they still need improvements. One opportunity identified here is the development of the real-time geotechnical risk management systems. The philosophy underlying this concept can be expressed by the Data-Information-Knowledge-Wisdom (DIKW) hierarchy introduced by Ackoff [5]. The author considers data as raw measurements, from which information is derived. Processed and analysed data is used for identification of data relationships that contribute to understanding. Understanding of data patterns and processed information provides knowledge. On the top of the DIKW hierarchy there is wisdom that represents the decision-making based on the knowledge gained. The Innovative Technologies and Concepts for the Intelligent Deep Mine of the Future (I2Mine) project running under the 7th Framework Program of the European Union produced useful tools that reflect the abovementioned hierarchy. One of them that aim at use of the real-time data is the Dynamic Intelligent Ground Monitoring Internet Network (DIGMINE) capable of stress and seismic near-to-real time measurements and another is the Geotechnical Risk Assessment (GRA) guideline developed to tackle the geotechnical risks in underground mines [6, 7, 8]. In this paper the review of these is given and an expansion of the GRA with the outcome from the Dynamic Control of Underground Mining Operations (DynaMine) project is proposed. The paper discusses the use of financial parameters as means of measuring tolerable and intolerable risk. With the use of Fault - Tree, Event Tree and F – N Diagrams [9, 10], a conversion of geotechnical risk into monetary values and comparing it with pre-set financial targets is proposed. This knowledge can then be used to support a decision-making process for strainburst risk management in underground mines.|","real-time data,  risk assessment,  rock stress,  rock stress, Deep underground hard rock mines,  risk assessment,  real-time data,  inverse calculation,  real-time data, Deep underground hard rock mines, Deep underground hard rock mines,  rock stress,  inverse calculation,  inverse calculation,  risk assessment"
"29","EUROCK-2017-073","Evaluation of Slope Stability by the In Situ Monitoring Data Combined with the Finite-Discrete Element Method","Feng, J. L., State Key Laboratory for Geomechanics and Deep Underground Engineering, CUMTB, School of Mechanics and Civil Engineering of China University of Mining and Technology| Tao, Z. G., State Key Laboratory for Geomechanics and Deep Underground Engineering, CUMTB, School of Mechanics and Civil Engineering of China University of Mining and Technology| Li, D. J., State Key Laboratory for Geomechanics and Deep Underground Engineering, CUMTB, School of Mechanics and Civil Engineering of China University of Mining and Technology","|Abstract
We examine the stability of an ancient slope located at Jietai Temple in western Beijing of China, by using the remote monitoring system of sliding force combined with the combined finite-discrete element method (FDEM) as well as the field surveys. Potential pre-existing joints in the slope were firstly determined by the in situ study and rock mass mechanical properties were then estimated to be taken as input parameters in the numerical modelling, for understanding the instability mechanism of the slope. Results from this synthetic assessment together with the monitoring data suggest that current protection measures in the slope may not be sufficient so that the local authorities should define hazard zones and work out further development plans for the Jietai temple.
1. Introduction
Limit equilibrium method and numerical modelling techniques are the most commonly used methods in the evaluation of slope stability. To complex rock and soil slopes, numerical approaches such as finite element and finite difference methods may be more suitable due to their flexibility when applied to simulate in situ stresses, loading condition, and multi-field interactions. Even though numerical modelling of rock slopes is commonly implemented by continuum approaches [1–4], features such as fracture, fragmentation, and crack propagation within rock mass extended to a computer code is very much appreciated to better describe the unstable process characteristics of rock slopes. The underlying geological data including fault, joint, foliated structure, and underground water table are required to be as the input parameters in the model to determine and calibrate the mechanical properties of rock masses in the numerical modelling of rock slopes. These in situ data together with monitoring information can further help to improve numerical modelling for providing the more reasonable prediction of the failure behaviours of rock slopes [5–7].
In the present report, we examine the stability of an ancient slope located at Jietai temple in western Beijing of China (Fig. 1) by using the field investigation, the monitoring technologies, and the combined finite-discrete element method (FDEM) [8]. Our work aims to help local authorities to define potential hazard zones of the region where Jietai temple locates and develop available plans for the reinforcement and early warning systems of the slope stability.|","remote monitoring system, the combined finite-discrete element method (FDEM),  early warning,  remote monitoring system,  landslides,  remote monitoring system,  landslides,  early warning,  landslides,  early warning, the combined finite-discrete element method (FDEM), the combined finite-discrete element method (FDEM)"
"30","EUROCK-2017-069","Investigating the Relationship Between Far-Field Stress and Local Values of the Stress Tensor","Gao, Ke, University of Toronto| Harrison, John P., University of Toronto| Lei, Qinghua, Imperial College London| Latham, John-Paul, Imperial College London","|Abstract
In situ stress is an important parameter in rock mechanics, thus robust estimation of far-field stress to be used as boundary loadings for further rock engineering analysis based on the local in situ stress data seems indispensable. Here, as part of a preliminary investigation into this problem, we use the combined finite-discrete element method to examine how the mean of local stress tensors is related to the far-field stress. We have conducted a series of stress simulations on a model of a fractured rock mass subjected to various boundary loadings, and calculated the Euclidean mean of the stress data and compared them with the boundary loadings. The results shows that the Euclidean mean and boundary loadings are approximately equal, which gives us an indication that the Euclidean mean of the stress data can be a reasonable estimation of the far-field stress.
1. Introduction
Unlike artificial materials like concrete and steel, natural materials such as rock masses are initially stressed in their natural state, mainly due to the weight of overlying strata and tectonic effects [1]. Thus, in situ stress is an important parameter in many aspects of rock mechanics, including rock engineering design, hydraulic fracturing analysis, rock mass permeability and earthquake potential evaluation [1–5]. In these stress-related applications, robust estimation of far-field stress based on the local in situ stress data seems indispensable. However, local values of the in situ stress field within a fractured rock mass may display considerable variability, and so determining the value of the far-field stress to be used as input or boundary loadings for further rock engineering analysis is difficult [1–3, 5].
Here, as part of a preliminary investigation into this problem, we use the combined finite-discrete element method (FEMDEM) to examine how the mean of local stress tensors is related to the far-field stress. We first explain the calculation of mean stress [6] and illustrate the rock mass model establishment for the FEMDEM simulation. Then, for the rock mass subjected to various boundary loadings, we calculate the means of stress data extracted from the model and compare these with the far-field stress. As a result we are able to give suggestions for the selection of appropriate far-field stress or boundary loadings for further rock engineering applications based on local in situ stress measurement data.|","far-field stress,  stress heterogeneity,  stress heterogeneity, stress tensor,  FEMDEM,  boundary loadings, stress tensor,  Euclidean mean,  FEMDEM,  boundary loadings,  FEMDEM,  boundary loadings,  Euclidean mean,  Euclidean mean, stress tensor,  far-field stress,  stress heterogeneity,  far-field stress"
"31","EUROCK-2017-096","Application of Seismic Parameters for Estimation of Destress Blasting Effectiveness","Wojtecki, Lukasz, Polish Mining Group| Konicek, Petr, Institute of Geonic of the CAS| Mendecki, Maciej, University of Silesia in Katowice| Zuberek, Waclaw M., University of Silesia in Katowice","|Abstract |Coal seams in the Upper Silesian Coal Basin are currently extracted under more and more disadvantageous geological and mining conditions. Mining depth, geological dislocations and mining remnants are factors which affect the rockburst hazard during underground mining to the greatest extent. This hazard can be minimized by employment of active rockburst prevention, where long-hole destress blasts in roof rocks (torpedo blasts) have an important role. The main goal of these blastings is to either destress local stress concentrations in rock mass and to fracture the thick layers of strong roof rocks to prevent or minimize the impact of high energy tremors on the excavations. Sometimes, these blastings are performed to make the roof rocks caving behind the longwall face easier. The efficiency of blasting is typically evaluated from the seismic effect, which is calculated based on seismic monitoring data (seismic energy) and the weight of the charged explosive. This method, as used previously in the Czech Republic, was adopted in a selected Polish hard coal mine in the Upper Silesian Coal Basin. This method enables rapid and easy estimation of destress blasting effectiveness, adjusted to conditions occurring in the designed colliery. Destress blasts effectiveness may be evaluated via the seismic source parameters analysis as well, as was carried out in the selected colliery in the Polish part of the Upper Silesian Coal Basin. These parameters provide information, for example, on its size, state of stress and occurrence of slip mechanism in the source of provoked tremors. Long-hole destress blasting effectiveness in selected colliery has been evaluated using the seismic effect method and seismic source parameters analysis. The results were compared with each other and conditions were observed in situ. |1. Introduction |Rockburst is a dangerous phenomenon occurring during deep underground hard coal mining in the Upper Silesian Coal Basin (USCB). To minimize this hazard, special prevention techniques are applied. One of them are destress blasts in the rocks surrounding the coal seam, especially in roof rocks. The main purpose of such blasts is to reduce stress concentrations in these rocks, and to reach a new advantageous energy equilibrium state by the rock mass due to stress drop. Fracturing the thick layers of strong roof rocks to prevent or minimize the impact of high energy tremors on the excavations is important too. Sometimes blasts are performed to facilitate roof rocks caving and goaf formation. Hanging-up of strong roof rocks behind longwall face may be responsible for high-energy tremors occurrence in close distance from the longwall face, which is dangerous for the working crew.|","long-hole destress blasting, active rockburst prevention,  seismic source parameters,  seismic source parameters, active rockburst prevention,  seismic source parameters,  seismic effect,  seismic effect,  seismic effect,  long-hole destress blasting, active rockburst prevention,  long-hole destress blasting"
"32","EUROCK-2017-093","Design Improvements of Segmental Linings Due to Unfavorable Bedding Situations","Henzinger, M. R., Graz University of Technology| Pejic, D., Graz University of Technology| Schubert, W., Graz University of Technology","|Abstract
With mechanized shield tunnelling the quality of the backfill is of significant importance for the stability of the lining. The used material affects the interaction between support and rock mass. Therefore, the choice of a proper backfilling material is of great importance for the system behaviour.
Scaled model tests have shown the relocation behaviour of pea gravel within the annular gap. The tests have shown that especially with Double shielded TBMs a distinct relocation mechanism is triggered by the regripping process. This leads to an unfavourable bedding situation immediately behind the TBM shield.
Based on a concept study two design improvements have been developed to improve the bedding situation. The first one is based on using geotextile tubes around the lining segments which also prevents a large-scale relocation process of pea gravel within the annular gap. The basic idea of the second concept is the use of ductile support elements with yielding potential in radial direction. Both systems solely differ in the fixation leading to different load cases of the lining. Due to the clamping mechanism, the forces acting on the yield elements are transformed into indirect tensile stresses around the element within the lining.
1. Introduction
Due to higher advance rates and an increasing level of automation the application of tunnel boring machines has significantly increased over the last years. In order to support the excavation boundary, precast reinforced lining segments are applied for shield TBM driven tunnels. To provide an interaction between the segmental lining and the surrounding ground, the annular gap (see Fig. 1) head has to be backfilled [1, 2].
Shield tunnel boring machines can be categorized into single and double shield machines. While single shield machines produce its thrust force by using thrust cylinders pushing against the segmental lining, double shielded machines are also capable of using grippers independently. This leads to the advantage that the support can be installed during the cutting process. Therefore, higher advance rates can be achieved. However, this leads to a higher logistical effort and less time for individual working steps. Hence, decreasing time for the backfilling process is available. Therefore, a complete backfill of the segmental lining might not be established after each ring closure, leading to an incomplete bedding within the annular gap. Furthermore, the regripping process of a double shield machine abruptly moves the shield tail, which also represents the abutment of the bedding material. Hence, a relocation of pea gravel is triggered within the annular gap, leading to an unfavorable bedding condition.|","segmental lining, segmental lining,  pea gravel,  mortar,  TBM,  mortar,  bedding,  pea gravel,  bedding,  bedding,  pea gravel,  mortar,  TBM, segmental lining,  TBM"
"33","EUROCK-2017-090","Effects of Shaping Method on Properties of Rock Samples","Stas, Lubomir, Institute of Geonics of the CAS| Sitek, Libor, Institute of Geonics of the CAS| Zajicova, Vendula, Institute of Geonics of the CAS| Soucek, Kamil, Institute of Geonics of the CAS| Hlavacek, Petr, Institute of Geonics of the CAS","|Abstract |Non-destructive investigation and analysis of inner structure of rock samples by an X-ray CT is an important instrument for better insight into properties of rock materials related to the geometrical shape and arrangement of individual construction elements, the spatial distribution of pore space included. Study of migration parameters of transfer of granitic rock from micro-scale to real scale in the rock massive required the most detailed visualisation as possible of the pore space of selected granitic samples which is mostly formed by micro-cracks and thus can have crucial effect on transport properties of material. The visualisation of such structures requires minimizing dimensions of testing pieces. However, the method of preparation (shaping) of the testing samples of small dimensions can considerably affect not only their surface properties, but also their inner structure. The paper deals with the visualisation of small cracks in the structure and it compares two completely different methods of preparation of small rock testing samples, i.e. sample preparation by diamond circular saw and high-speed abrasive water jet. The effect of each technology of sample preparation on creation of secondary degradation of the near-surface zone of samples which is not caused by natural processes is examined. |1. Introduction |Detailed analysis of inner structure of rock specimens is crucial to better understand the properties of rock materials related to the geometrical shape, arrangement of individual construction elements of the studied rock and distribution of pore space inside the rock. Absence or existence of micro-cracks which mainly form the pore space of the rock have significant impact on transport properties of the rock material. The investigation of migration parameters of transfer of granitic rock from micro-scale to real scale in the rock massive is based on as detailed visualization of the pore space of selected granitic specimens as possible. The visualization of such structures thus requires minimizing dimensions of testing pieces. Preparation (shaping) of the testing specimens of small dimensions can considerably affect not only the surface properties of the specimens, but also their inner structure.|","X-Ray CT, rock cutting method, rock cutting method,  porosimetry,  specimen shaping,  specimen shaping,  high-speed abrasive water jet,  X-Ray CT,  specimen shaping,  porosimetry,  porosimetry,  high-speed abrasive water jet,  X-Ray CT, rock cutting method,  high-speed abrasive water jet"
"34","EUROCK-2017-084","Rock Engineering Design in Frozen and Thawing Rock: Current Approaches and Future Directions","Gambino, Greg F., University of Toronto| Harrison, John P., University of Toronto","|Abstract
The purpose of this review is to present the state-of-the-art methods, problems and potential future design techniques used for rock engineering in frozen ground, with particular regard to the design of mine openings in rock masses that may be subject to thawing. The impetus for this work is the recognition that civil and mining infrastructure is extending into such frozen material, and the design procedures currently available may not be optimal. Additionally, civilian infrastructure in frozen ground in alpine regions (e.g. central Europe) is also becoming subject to thawing conditions. In any such scenario, increased heat exchange with an exposed rock mass surface will cause thawing to occur. In general, a rock mass is stronger in frozen conditions than in dry conditions (i.e. without ice or water), but a rock mass will be least strong at the time ice-filled discontinuities are thawing, resulting in a significant shear strength reduction. In this review, we will discuss the various existing design methods in the context of the phenomena involved in the formation of frozen rock and the behaviour of thawing rock. We will show the deficiencies of these methods and highlight potential developments that will lead to future robust design protocols.
1. Introduction
Although research on permafrost began in the first half of the eighteenth century, the study of permafrost as an applied science (known as geocryology) began in the late nineteenth century when industrial development was accelerating in northern Russia. Applied research in permafrost was required to develop railways, mining operations, as well as to protect civil structures from freeze-thaw damage [1]. One of the earliest documented cases of permafrost engineering was in 1876 on the use of artificial freezing, which was applied at Brunkeberg tunnel in Stockholm [2].
Since the beginning of the twentieth century, the study of permafrost was further accelerated by the energy industry as well as different military research institutions, most originating in Russia [1-5]. The second World War gave impetus to some of the first formal geotechnical investigations for mining and civil structures in frozen ground [2]. Furthermore, during the Cold War, permafrost research was of great interest for American and Russian military researchers, so much so that a permafrost tunnel was excavated and operated by the U.S. Army Cold Regions Research and Engineering Laboratory (CCREL) in Alaska. The CCREL were tasked with investigating mining techniques and how to maintain underground excavations in perennially frozen ground [5].|","frozen ground,  thawing rock behaviour, rock engineering design,  permafrost,  permafrost,  frozen ground,  frozen ground,  thawing rock behaviour, rock engineering design, rock engineering design,  permafrost,  thawing rock behaviour"
"35","EUROCK-2017-081","A Review of Uncontrolled Pillar Failures","Vardar, O., University of New South Wales| Tahmasebinia, F., University of New South Wales| Zhang, C., University of New South Wales| Canbulat, I., University of New South Wales| Saydam, S., University of New South Wales","|Abstract
Coal burst is a sudden and violent rock/coal failure that occurs in underground coal mines. It is considered to be a highly catastrophic phenomenon which can cause significant damage to mine workings and equipment as well as result in multiple fatalities. Throughout the history of underground pillar design, the relation between the post-peak behavior of pillars and stiffness of the surrounding strata has been extensively studied. These two concepts play an important role in determining the failure mode of the coal pillars and the amount of potential energy that can be converted to kinetic energy, which is the cause of coal burst. In this paper, the post-peak behavior of pillars and surrounding strata stiffness are reviewed and the criterion developed to investigate the instability of the pillar failures is explained. It is concluded that, as the pillar width to mining height (w/h) ratio increases, its post-peak modulus increases; and a pillar exhibits different failure modes for various w/h ratios.
1. Introduction
Experiences in both hard rock and coal mines reveal that pillar failures are still one of the major hazards in underground mining and forecasting the mode of the pillar failure can be vital. Therefore, it is essential to fully understand the mechanics behind these failures in order to predict and control them. As suggested by Tincelin and Sinou [1], pillar failures can be classified into two categories:
i. Slow, progressive deterioration of the pillars that causes relatively delayed surface subsidence and even damage if the pillars fail,
ii. Sudden, violent collapse of pillar causing immediate surface damage and mostly associated with fatal accidents.
The first type of pillar failures is also named as controlled pillar failures which occur gradually and typically over long periods of time (i.e. pillar spalling). These pillar failures are also termed as creep and squeeze [2]. Uncontrolled pillar failures, on the other hand, take place in a sudden and violent manner and fall into the second group of pillar failures as described above. Since the uncontrolled pillar failures occur rapidly and may not be preceded by any deterioration of the pillars, they cause significant health and safety risks (e.g. coal burst, entrapment, windblast etc.) [2].|","uncontrolled pillar failure,  pillar burst, uncontrolled pillar failure,  coal burst,  coal burst,  pillar burst,  pillar burst, uncontrolled pillar failure,  coal burst"
"36","EUROCK-2017-082","Assessing Rock Mass Permeability Using Discontinuity Properties","Oge, Ibrahim Ferid, Mugla Sitki Kocman University","|Abstract |Field measurement of rock mass permeability is essential that numerous factors influence its directional magnitude. Lugeon test is a popularly conducted field instrument in order to measure hydraulic conductivity of a rock mass. Discontinuity orientation, spacing and discontinuity surface quality, infill presence and type play essential role in permeability of the rock mass in addition to rock material itself. Geological Strength Index (GSI) is a parameter used in Gen. Hoek-Brown failure criterion and supporting empirical equations in order to estimate rock mass strength and deformability parameters. Frequently used Rock Quality Designation (RQD) and GSI and Lugeon values were combined in order to generate a relation among them. The proposed relationships are produced by interpretation of geotechnical core logging and Lugeon test results. |1. Introduction |Groundwater has great influence on rock engineering structures. Difficulties may include construction operations, rock mass deformation and stability. Hydraulic conductivity, pore water pressure, water pressure acting along the joints are all important as well as water sensitivity of the rock material. Understanding of groundwater condition is crucial for surface structures on rock masses, foundations, slopes [1, 2, 3]. For underground rock structures, information about ground water pressure and water inflow rate is essential [4, 5] since it strongly influences operational issues as well as stability of the structure and supports. Operational issues may include pump selection and infrastructure design for water discharge, foreseeing a need for grouting, water sealing. Permeability character of ground plays important role for also surface structures such as dams and foundations [6, 7]. |2.Hydraulic conductivity |For water flow through a saturated granular material, Darcy’s law [8] is widely accepted: |equation |Total flow (Q in m3/s) is directly proportional to the cross-sectional area of flow (A in m2), hydraulic conductivity (or called as coefficient of permeability in m/s) and hydraulic gradient i. i is a ratio of pressure difference (<U+0394>h) along a particular flow length (l in m) can be represented as: |equation |In addition to the intrinsic permeability of the geological material represented by ki, hydraulic conductivity, K is dependent on the fluid properties which are unit weight <U+03B3> and viscosity <U+03BC>: |equation|","hydraulic conductivity,  in situ tests,  rock mass,  in situ tests,  rock mass, hydraulic conductivity,  Lugeon test, hydraulic conductivity,  Lugeon test,  rock mass,  rock mass permeability,  in situ tests,  rock mass permeability,  rock mass permeability,  Lugeon test"
